GROEPCODE,LINKCODE,ISLID,VOLGORDE,BEHEERNIVO,LINKBLOKIMAGE
ZH0071,ZH000078,True,,0,True
ZH0070,ZH000084,True,,0,True
ZH0075,ZH000087,True,,0,True
ZH0076,ZH000090,True,,0,True
ZH0099,ZH000091,True,,0,True
ZH0078,ZH000092,True,,0,True
ZH0103,ZH000093,True,,0,True
ZH0104,ZH000095,True,,0,True
ZH0114,ZH000110,True,,0,True
DATLON,@GZH0492,True,,0,False
ZH0494,ZH000529,True,,0,True
DATNCH,@GZH0494,True,,0,False
ZH0496,ZH000531,True,,0,True
DATNEO,@GZH0496,True,,0,False
ZH0497,ZH000532,True,,0,True
RTHPLN,@GZH0497,True,,0,False
ZH0418,@GZH0458,True,,0,False
ZH0418,@GZH0419,True,,0,False
ZH0418,@GZH0459,True,,0,False
ZH0418,@GZH0460,True,,0,False
ZH0418,@GZH0461,True,,0,False
ZH0418,@GZH0462,True,,0,False
DIENST,@GZH1182,True,,0,False
ZH0503,ZH000539,True,,0,True
DATONC,@GZH0503,True,,0,False
ZH0506,ZH000541,True,,0,True
DATORT,@GZH0506,True,,0,False
ZH0507,ZH000542,True,,0,True
DATPLA,@GZH0507,True,,0,False
ZH0508,ZH000543,True,,0,True
DATPSO,@GZH0508,True,,0,False
ZH0510,ZH000545,True,,0,True
DATPYN,@GZH0510,True,,0,False
ZH0511,ZH000546,True,,0,True
DATRAD,@GZH0511,True,,0,False
ZH0512,ZH000547,True,,0,True
DATREU,@GZH0512,True,,0,False
PACTEC,@GZH0555,True,,0,False
ZH0801,00003865,True,,0,True
ZKH&,@GZH0562,True,,0,False
ZH0413,ZH000601,True,,0,False
ZH0420,ZH000602,True,,0,False
ZH0184,ZH000607,True,,0,False
ZH0185,ZH000608,True,,0,False
ZH0186,ZH000609,True,,0,False
ZH0571,ZH000610,True,,0,True
KCLANA,@GZH0571,True,,0,False
ZH1182,@GZH1183,True,,0,False
ZH1182,@GZH1184,True,,0,False
ZH1183,ZH001024,True,,0,True
ZH0575,ZH000613,True,,0,True
ZH0574,@GZH0575,True,,0,False
ZH0575,ZH000614,True,,0,False
APOASS,@GZH0574,True,,0,False
ZH0578,ZH000616,True,,0,True
CS0056,@GZH0578,True,,0,False
ZH0579,ZH000617,True,,0,True
CSALOG,@GZH0579,True,,0,False
ZH0581,ZH000619,True,,0,True
ZH0582,ZH000620,True,,0,True
ZH0498,@GZH0582,True,,0,False
FACMDW,@GZH0581,True,,0,False
ZH0583,ZH000621,True,,0,True
FUNGYN,@GZH0583,True,,0,False
ZZZ,@GZH0149,True,,0,False
ZH0161,ABLANK,True,,0,False
ZH1061,ABLENKE,True,,0,False
ZH1056,ABLOEMER,True,,0,False
&DECOP,@GVPLOOG,True,,0,False
&DECOP,@GVPLURO,True,,0,False
CS0171,CS000275,True,,0,False
CS0174,CS000278,True,,0,False
CS0176,CS000280,True,,0,False
CS0177,CS000281,True,,0,False
CS0182,CS000286,True,,0,False
CS0183,CS000287,True,,0,False
CS0184,CS000289,True,,0,False
CS0190,CS000294,True,,0,False
CS0191,CS000295,True,,0,False
CS0192,CS000296,True,,0,False
CS0194,CS000298,True,,0,False
CS0197,CS000301,True,,0,False
CS0199,CS000303,True,,0,False
CS0200,CS000304,True,,0,False
ZH1136,ZH000993,True,,0,False
GVP,@GZH1143,True,,0,False
ZH1144,ZH000995,True,,0,True
ZH0418,@GZH1144,True,,0,False
ZH1143,@GZH1144,True,,0,False
ZH1145,ZH000997,True,,0,True
ZH0017,@GZH1145,True,,0,False
RESKIN,@GCS0185,True,,0,False
ZH0035,@GZH1145,True,,0,False
ZH0042,@GZH1145,True,,0,False
RESPAL,@GCS0183,True,,0,False
RESPAL,@GCS0184,True,,0,False
RESPAL,@GCS0186,True,,0,False
ZH0043,@GZH1145,True,,0,False
ZH0051,@GZH1145,True,,0,False
ZH0700,ZH000729,True,,0,False
SECPAL,@GCS0199,True,,0,False
SECPAL,@GCS0198,True,,0,False
ZH0418,@GZH1145,True,,0,False
ZH0418,@GZH1146,True,,0,False
VMS,@GVIMFCT,True,,0,False
ZH0820,ZH000728,True,,0,True
ZKH&,@GZH0004,True,,0,False
ZKH&,@GZH0005,True,,0,False
ZH0049,ZH000186,True,,0,True
ZH0051,ZH000188,True,,0,True
ZZZ,@GZH0057,True,,0,False
ZH0211,@GZH0060,True,,0,False
ZH0416,@GZH0814,True,,0,False
ZH0202,@GZH0061,True,,0,False
ZH0191,@GZH0062,True,,0,False
ZH0202,@GZH0059,True,,0,False
ZH0202,@GZH0060,True,,0,False
COKIN,@GZH0202,True,,0,False
ZH0198,@GZH0062,True,,0,False
COONC,@GZH0211,True,,0,False
ZH0418,@GZH0943,True,,0,False
ZH0204,@GZH0059,True,,0,False
ZH0224,ZH000268,True,,0,True
SEHCO,@GZH0224,True,,0,False
ZH0194,@GZH0062,True,,0,False
ZH0349,ZH000387,True,,0,True
ZH0350,ZH000388,True,,0,True
ZH0200,@GZH0062,True,,0,False
COCHI,@GZH0191,True,,0,False
CODER,@GZH0192,True,,0,False
ZH0899,ZH000824,True,,0,False
ZH0194,@GZH0060,True,,0,False
COGER,@GZH0194,True,,0,False
COKNO,@GZH0204,True,,0,False
ZH0418,@GZH0955,True,,0,False
ZH0225,ZH000269,True,,0,True
COSPO,@GZH0225,True,,0,False
CSA+,@GZH0350,True,,0,False
CSAMDW,@GZH0349,True,,0,False
ZH0351,ZH000389,True,,0,True
DSMH,@GZH0351,True,,0,False
ZH0352,ZH000390,True,,0,True
HLPDSK,@GZH0352,True,,0,False
ZH0354,ZH000392,True,,0,True
ZH1152,ZH001003,True,,0,True
PATADM,@GZH0354,True,,0,False
ZH0416,@GZH1152,True,,0,False
ZKH&,@GZH0615,True,,0,False
MEDCOD,@GZH0356,True,,0,False
ZH0361,ZH000401,True,,0,True
OKMAN,@GZH0361,True,,0,False
ZH0365,ZH000406,True,,0,True
OKPLAN,@GZH0365,True,,0,False
ZH0007,ZH000012,True,,0,False
BEHEER,@GZH0007,True,,0,False
ZH1153,@GZH1152,True,,0,False
OKSEC,@GZH0367,True,,0,False
ZH1200,ZH001038,True,,0,True
ZH0369,ZH000410,True,,0,True
&DECGB,@GZH0371,True,,0,False
ZH0371,ZH000412,True,,0,False
ZH0373,ZH000413,True,,0,True
SEHART,@GZH0373,True,,0,False
ZH0374,ZH000414,True,,0,True
SEHMAN,@GZH0374,True,,0,False
ZH0377,ZH000417,True,,0,False
SEHSHB,@GZH0377,True,,0,False
ZH0378,ZH000418,True,,0,True
ZH0381,ZH000421,True,,0,True
ONDCTC,@GZH0381,True,,0,False
ZH0382,ZH000422,True,,0,True
ONDDER,@GZH0382,True,,0,False
ZH0383,ZH000423,True,,0,True
ONDDIA,@GZH0383,True,,0,False
ZH0384,ZH000424,True,,0,True
ONDEND,@GZH0384,True,,0,False
ZH0385,ZH000425,True,,0,True
RESPAL,@GCS0182,True,,0,False
ZH0171,ZH000991,True,,0,False
SECPAL,@GCS0196,True,,0,False
ZZZ,@GCS0165,True,,0,False
ZZZ,@GCS0160,True,,0,False
ZH0359,ZH000397,True,,0,True
TRPLCO,@GZH0359,True,,0,False
ZH0375,ZH000415,True,,0,True
SEHSEC,@GZH0375,True,,0,False
ZH0376,ZH000416,True,,0,True
SEHVPL,@GZH0376,True,,0,False
ZH0561,ZH000593,True,,0,True
KLICHE,@GZH0561,True,,0,False
CSACSR,@GZH0567,True,,0,False
ZH0567,ZH000605,True,,0,False
ZH0373,ZH000645,True,,0,False
ZH0614,ZH000648,True,,0,True
FCTHK,@GZH0614,True,,0,False
ZH0599,@GZH0624,True,,0,False
ZH0596,@GZH0624,True,,0,False
ZH0606,@GZH0624,True,,0,False
SECCAR,@GZH0595,True,,0,False
ZH0632,@GKVTMP,True,,0,False
ZH0632,@GKVCTG,True,,0,False
ZH0632,@GKVDLY,True,,0,False
ZH0632,@GKVEND,True,,0,False
ZH0632,@GKVIC,True,,0,False
ZZZ,@GKVNEU ,True,,0,False
ZH0632,@GKVKRM,True,,0,False
ZH0632,@GKVNEO,True,,0,False
ZH0663,ZH000843,True,,0,False
ZH0632,@GZH0633,True,,0,False
ZH0183,@GZH0634,True,,0,False
ZH0631,@GZH0635,True,,0,False
ZH0638,@GKSIC,True,,0,False
ZH0638,@GKSCC,True,,0,False
ZH0638,@GKSTMP,True,,0,False
ZH0638,@GZH0641,True,,0,False
ZH0639,@GZH0642,True,,0,False
ZH0640,@GZH0643,True,,0,False
ZH0633,@GZH0651,True,,0,False
ZH0633,@GZH0652,True,,0,False
ZH0633,@GZH0653,True,,0,False
ZH0633,@GZH0654,True,,0,False
ZH0633,@GZH0655,True,,0,False
ZH0633,@GZH0656,True,,0,False
ZH0633,@GZH0657,True,,0,False
ZH0633,@GZH0658,True,,0,False
ZH0633,@GZH0659,True,,0,False
ZH0633,@GZH0660,True,,0,False
ZH0633,@GZH0661,True,,0,False
ZH0633,@GZH0662,True,,0,False
KVNEO,@GZH0721,True,,0,False
ZH0633,@GZH0664,True,,0,False
ZH0633,@GZH0665,True,,0,False
ZH0633,@GZH0666,True,,0,False
ZH0633,@GZH0667,True,,0,False
ZH0633,@GZH0668,True,,0,False
ZH0633,@GZH0669,True,,0,False
ZH0633,@GZH0670,True,,0,False
ZH1178,WSEDEE2,True,,0,True
ZH0633,@GZH0672,True,,0,False
ZH0633,@GZH0673,True,,0,False
000199,ZH000854,True,,0,False
ZH0633,@GZH0674,True,,0,False
ZH0918,ZH000834,True,,0,False
ZH0633,@GZH0676,True,,0,False
ZH0633,@GZH0677,True,,0,False
ZH0633,@GZH0678,True,,0,False
ZH0633,@GZH0679,True,,0,False
ZH0633,@GZH0680,True,,0,False
ZH0633,@GZH0681,True,,0,False
ZH0633,@GZH0682,True,,0,False
ZH0633,@GZH0683,True,,0,False
ZH0633,@GZH0684,True,,0,False
ZH0633,@GZH0685,True,,0,False
ZH0633,@GZH0686,True,,0,False
ZH0633,@GZH0687,True,,0,False
ZH0633,@GZH0688,True,,0,False
KVCTG,@GZH0722,True,,0,False
ZZZ,@GSECBEK,True,,0,False
ZH0633,@GZH0692,True,,0,False
ZH0633,@GZH0693,True,,0,False
ZH0633,@GZH0694,True,,0,False
ZH0633,@GZH0695,True,,0,False
ZH0633,@GZH0696,True,,0,False
ZH0633,@GZH0697,True,,0,False
ZH0633,@GZH0699,True,,0,False
ZH0633,@GZH0700,True,,0,False
ZH0633,@GZH0701,True,,0,False
ZH0633,@GZH0702,True,,0,False
ZH0633,@GZH0703,True,,0,False
ZH0633,@GZH0704,True,,0,False
KVKRM,@GZH0729,True,,0,False
ZH0633,@GZH0706,True,,0,False
ZH0633,@GZH0707,True,,0,False
ZH0633,@GZH0708,True,,0,False
KVNEO,@GZH0731,True,,0,False
ZH0633,@GZH0710,True,,0,False
KVIC,@GZH0733,True,,0,False
ZH0633,@GZH0713,True,,0,False
ZH0633,@GZH0714,True,,0,False
ZH0633,@GZH0715,True,,0,False
BEHEER,@GZH0012,True,,0,False
ZH0012,ZH000040,True,,0,False
ZH0633,@GZH0716,True,,0,False
KVIC,@GZH0734,True,,0,False
ZH0060,GNOORLA2,True,,0,True
ZH0633,@GZH0718,True,,0,False
ZH0633,@GZH0719,True,,0,False
ZH0965,ZH000842,True,,0,True
ONDANE,@GZH0965,True,,0,False
ZH0633,@GZH0723,True,,0,False
ZZZ,@GKVKIN ,True,,0,False
ZH0633,@GZH0727,True,,0,False
ZH0633,@GZH0728,True,,0,False
ZH0633,@GZH0730,True,,0,False
ZH0418,@GZH0935,True,,0,False
ZH0633,@GZH0732,True,,0,False
ZH0418,@GZH0910,True,,0,False
ZH0829,@GZH1359,True,,0,False
ZH0418,@GZH0181,True,,0,False
ZH0418,@GZH0175,True,,0,False
ZH0418,@GZH0177,True,,0,False
ZH0415,@GZH0378,True,,0,False
ZH0415,@GZH0174,True,,0,False
ONDNCH,@GZH1045,True,,0,False
ONDNEU,@GZH1046,True,,0,False
RADNUC,@GZH1131,True,,0,False
ZH0415,@GZH0131,True,,0,False
ZH0415,@GZH0135,True,,0,False
ZH0415,@GZH0183,True,,0,False
ZH0415,@GZH0314,True,,0,False
ZH0415,@GZH0362,True,,0,False
ZH0415,@GZH0364,True,,0,False
ZH0017,@GZH1146,True,,0,False
ZH0415,@GZH0370,True,,0,False
ZH0418,@GZH0179,True,,0,False
ZH0418,@GZH0172,True,,0,False
ZH0418,@GZH0341,True,,0,False
ZH0418,@GZH0413,True,,0,False
ZH0415,@GZH0143,True,,0,False
ZH0418,@GZH0126,True,,0,False
ZH0418,@GZH0189,True,,0,False
ONDOOG,@GZH1047,True,,0,False
ZH0415,@GZH0112,True,,0,False
ZH0415,@GZH0014,True,,0,False
ZH0418,@GZH0190,True,,0,False
ZH0415,@GZH0096,True,,0,False
ZH0415,@GZH0100,True,,0,False
ZH0418,@GZH0191,True,,0,False
ZH0418,@GZH0941,True,,0,False
ZH0415,@GZH0103,True,,0,False
ZH0415,@GZH0104,True,,0,False
ZH0415,@GZH0105,True,,0,False
ZH0415,@GZH0107,True,,0,False
ZH0415,@GZH0109,True,,0,False
ZH0415,@GZH0110,True,,0,False
ZH0415,@GZH0114,True,,0,False
ZH0415,@GZH0117,True,,0,False
ZH0555,ZH000587,True,,0,True
ZH0415,@GZH0119,True,,0,False
ZH0418,@GZH0192,True,,0,False
ZH0416,@GZH0812,True,,0,False
ZH0416,@GZH0836,True,,0,False
ZH0418,@GZH0198,True,,0,False
ZH0418,@GZH0194,True,,0,False
ZH0418,@GZH0195,True,,0,False
ZH0418,@GZH0200,True,,0,False
ZH0418,@GZH0196,True,,0,False
ZH0416,@GZH0791,True,,0,False
ZH0682,ZH000821,True,,0,False
ZH0418,@GZH0199,True,,0,False
ZH0418,@GZH0202,True,,0,False
FUNCAR,@GZH1299,True,,0,False
ZH0418,@GZH0203,True,,0,False
ZH0418,@GZH0204,True,,0,False
ZH0418,@GZH0205,True,,0,False
ZH0418,@GZH0206,True,,0,False
ZH0418,@GZH0207,True,,0,False
ZH0418,@GZH0208,True,,0,False
ZH0418,@GZH0210,True,,0,False
ZZZ,@GSPEMAM,True,,0,False
ZH0965,GTREURNI,True,,0,False
ZH0418,@GZH0214,True,,0,False
ZH0418,@GZH0215,True,,0,False
ZH0418,@GZH0217,True,,0,False
ZH0418,@GZH0218,True,,0,False
ZH0416,@GZH0813,True,,0,False
ZH0416,@GZH0755,True,,0,False
ZH0418,@GZH0221,True,,0,False
ZH0418,@GZH0222,True,,0,False
ZH0418,@GZH0223,True,,0,False
ZH0418,@GZH0225,True,,0,False
ZH0418,@GZH0226,True,,0,False
ZH0416,@GZH0754,True,,0,False
ZH1180,ZH001088,True,,0,True
ZH0418,@GZH0063,True,,0,False
ZH0418,@GZH0059,True,,0,False
ZH0418,@GZH0060,True,,0,False
ZH0677,ZH000821,True,,0,False
ZH0418,@GZH0061,True,,0,False
ZH0418,@GZH0353,True,,0,False
ZH0418,@GZH0128,True,,0,False
ZH0418,@GZH0412,True,,0,False
ZH0418,@GZH0133,True,,0,False
FUNLON,@GZH1300,True,,0,False
ZH0418,@GZH0228,True,,0,False
ZH0418,@GZH0229,True,,0,False
ZH0418,@GZH0237,True,,0,False
ZH0418,@GZH0231,True,,0,False
ZH0418,@GZH0235,True,,0,False
ZH0418,@GZH0239,True,,0,False
ZH0418,@GZH0240,True,,0,False
ZH0418,@GZH0232,True,,0,False
ZH0418,@GZH0238,True,,0,False
ZH0418,@GZH0233,True,,0,False
ZH0418,@GZH0241,True,,0,False
ZH0418,@GZH0242,True,,0,False
ZH0418,@GZH0234,True,,0,False
ZH0418,@GZH0245,True,,0,False
ZH0418,@GZH0246,True,,0,False
ZH0418,@GZH0247,True,,0,False
ZH0418,@GZH0248,True,,0,False
ZH0418,@GZH0249,True,,0,False
ZH0418,@GZH0250,True,,0,False
ZH1340,ZH001044,True,,0,True
ZH0418,@GZH0251,True,,0,False
ZH0418,@GZH0252,True,,0,False
ZH0418,@GZH0253,True,,0,False
ZH0418,@GZH0255,True,,0,False
ZH0418,@GZH0256,True,,0,False
ZH0418,@GZH0257,True,,0,False
ZH0418,@GZH0258,True,,0,False
ZH0418,@GZH0259,True,,0,False
ZH0418,@GZH0230,True,,0,False
ZH0418,@GZH0244,True,,0,False
ZH0418,@GZH0352,True,,0,False
ZH0418,@GZH0136,True,,0,False
ZH0458,ZH001157,True,,0,True
ZH0418,@GZH0356,True,,0,False
ZH1017,ABOER6,True,,0,False
ZH1178,ABOERMA2,True,,0,False
ZH0081,ABOGTE,True,,0,False
ZH0475,ABOHTE2,True,,0,False
ZH0418,@GZH0334,True,,0,False
ZH0418,@GZH0335,True,,0,False
ZH0215,ELANGIUS,True,,0,True
ZH0418,@GZH0338,True,,0,False
ZH0418,@GZH0339,True,,0,False
ZH0418,@GZH0340,True,,0,False
ZH0418,@GZH0188,True,,0,False
ZH0122,MHEIJSTE,True,,0,False
OKPDMS,@GZH0554,True,,0,False
ZH0418,@GZH0916,True,,0,False
ZH1149,ZH001001,True,,0,True
ZH0609,@GZH0625,True,,0,False
ZH0608,@GZH0625,True,,0,False
ZH0630,@GZH0625,True,,0,False
ZKH&,@GZH1110,True,,0,False
ZH0416,@GZH0743,True,,0,False
&SUPVI,00002805,True,,0,True
000195,ZH000785,True,,0,False
ZH0930,@G000197,True,,0,False
000201,ZH000759,True,,0,False
ZH0781,@G000201,True,,0,False
ZH0885,@G000203,True,,0,False
ZH0631,ZH000673,True,,0,True
ZH0632,ZH000674,True,,0,True
ZH0189,SAKKERM2,True,,0,False
ZH0650,ZH000676,True,,0,False
ZH0646,ZH000679,True,,0,False
SECINT,@GSECALL,True,,0,False
SECINT,@GSECHEM,True,,0,False
VPLSPE,@GVPLKNO,True,,0,False
ZH1167,ZH001147,True,,0,False
ZZZ,@GCS0161,True,,0,False
ZH0643,@GZH0757,True,,0,False
ZH0643,@GZH0758,True,,0,False
ZH0641,@GZH0776,True,,0,False
ZH0641,@GZH0775,True,,0,False
ZH0790,ZH000699,True,,0,True
ZH0791,ZH000700,True,,0,True
OKPDMS,@GZH0790,True,,0,False
OKPDMS,@GZH0791,True,,0,False
ZH0792,ZH000701,True,,0,True
RESDER,@GZH0792,True,,0,False
ZH0793,ZH000702,True,,0,True
RESGER,@GZH0793,True,,0,False
ZH0794,ZH000703,True,,0,True
RESMDL,@GZH0794,True,,0,False
ZH0796,ZH000705,True,,0,True
RESHEM,@GZH0796,True,,0,False
ZH0798,ZH000707,True,,0,True
MMIADM,@GZH0798,True,,0,False
ZH0800,ZH000709,True,,0,True
KCLADM,@GZH0800,True,,0,False
ZH0801,ZH000710,True,,0,True
CS0012,@GZH0801,True,,0,False
ZH0802,ZH000711,True,,0,True
MMIANA,@GZH0802,True,,0,False
ZH0803,ZH000712,True,,0,True
RESGYN,@GZH0803,True,,0,False
ZH0804,ZH000713,True,,0,True
ZH0567,@GZH0804,True,,0,False
ZZZ,@GSECGEV,True,,0,False
ZH0807,ZH000715,True,,0,True
KEUMDW,@GZH0807,True,,0,False
ZH0808,ZH000716,True,,0,True
RESNEU,@GZH0808,True,,0,False
ZH0809,ZH000717,True,,0,True
CS0062,@GZH0809,True,,0,False
APOMAN,@GZH1237,True,,0,False
ZH0810,ZH000718,True,,0,True
VIMFCT,@GZH0810,True,,0,False
ZH0063,00003355,True,,0,False
ZH0812,ZH000720,True,,0,True
PAANE,@GZH0812,True,,0,False
ZH0813,ZH000721,True,,0,True
FARMED,@GZH0813,True,,0,False
ZH0814,ZH000722,True,,0,True
BEVMDW,@GZH0814,True,,0,False
ZH1504,HER14420,True,,0,True
ZH0942,ZH000797,True,,0,True
VPLVAS,@GZH0942,True,,0,False
ZZZ,@GCS0150,True,,0,False
ZH0641,@GZH0825,True,,0,False
ZH0641,@GZH0826,True,,0,False
ZZZ,@GPODTHP,True,,0,False
ZH0641,@GZH0828,True,,0,False
ZH0641,@GZH0829,True,,0,False
ZH0836,ZH000733,True,,0,True
PTHLOG,@GZH0836,True,,0,False
ZH0842,@GZH1149,True,,0,False
ZH1079,@GZH1149,True,,0,False
GVPHRV,@GZH1368,True,,0,False
ZH0842,ZH000742,True,,0,True
ZH0415,@GZH0757,True,,0,False
ZH0415,@GZH0790,True,,0,False
ZH0415,@GZH0758,True,,0,False
ZZZ,@GDATDIA,True,,0,False
ZH0416,@GZH1149,True,,0,False
ZH0418,@GZH0942,True,,0,False
ZH0416,@GZH0752,True,,0,False
ZH0416,@GZH0750,True,,0,False
ZH0416,@GZH0746,True,,0,False
ZH0416,@GZH0747,True,,0,False
ZH0416,@GZH0749,True,,0,False
ZH0416,@GZH0744,True,,0,False
ZH0416,@GZH0748,True,,0,False
ZH0416,@GZH0745,True,,0,False
ZZZ,@GDATGER,True,,0,False
ZH0416,@GZH0753,True,,0,False
ZH0416,@GZH0839,True,,0,False
ZH0416,@GZH0751,True,,0,False
ZH0416,@GZH0842,True,,0,False
ZZZ,@GPAPLA ,True,,0,False
DBCKEY,@GDBCTAN,True,,0,False
DBCKEY,@GDBCMDL,True,,0,False
ZH0419,ZH000454,True,,0,True
FUNEND,@GZH0419,True,,0,False
ZH0423,ZH000458,True,,0,True
DBCANE,@GZH0423,True,,0,False
ZH0425,ZH000460,True,,0,True
DBCCHI,@GZH0425,True,,0,False
ZH0426,ZH000461,True,,0,True
DBCCTC,@GZH0426,True,,0,False
ZH0427,ZH000462,True,,0,True
DBCDER,@GZH0427,True,,0,False
ZH0428,ZH000463,True,,0,True
DBCGER,@GZH0428,True,,0,False
ZH0432,ZH000467,True,,0,True
DBCHEM,@GZH0432,True,,0,False
ZH0433,ZH000468,True,,0,True
DBCKIN,@GZH0433,True,,0,False
ZH0437,ZH000472,True,,0,True
DBCMMW,@GZH0437,True,,0,False
ZH0441,ZH000476,True,,0,True
DBCORT,@GZH0441,True,,0,False
ZH0443,ZH000478,True,,0,True
DBCPSO,@GZH0443,True,,0,False
ZH0444,ZH000479,True,,0,True
DBCPSY,@GZH0444,True,,0,False
ZH0487,ZH000522,True,,0,True
DATINT,@GZH0487,True,,0,False
ZH0489,ZH000524,True,,0,True
DATKIN,@GZH0489,True,,0,False
ZH0490,ZH000525,True,,0,True
DATKLG,@GZH0490,True,,0,False
ZH0491,ZH000526,True,,0,True
DATKNO,@GZH0491,True,,0,False
ZH0493,ZH000528,True,,0,True
DATMDL,@GZH0493,True,,0,False
ZH0495,ZH000530,True,,0,True
DATNEF,@GZH0495,True,,0,False
ZH0504,ZH000540,True,,0,True
DATOOG,@GZH0504,True,,0,False
ZH0509,ZH000544,True,,0,True
DATPSY,@GZH0509,True,,0,False
ZH0513,ZH000548,True,,0,True
DATREV,@GZH0513,True,,0,False
ZH0514,ZH000549,True,,0,True
DATSPO,@GZH0514,True,,0,False
ZH0515,ZH000550,True,,0,True
DATTAN,@GZH0515,True,,0,False
ZH0516,ZH000551,True,,0,True
DATTRM,@GZH0516,True,,0,False
ZH0517,ZH000552,True,,0,True
DATURO,@GZH0517,True,,0,False
ZH0518,ZH000553,True,,0,True
DATVAA,@GZH0518,True,,0,False
ZH0520,ZH000554,True,,0,True
MONCAR,@GZH0520,True,,0,False
ZH0526,ZH000560,True,,0,True
MONEND,@GZH0526,True,,0,False
ZH0527,ZH000561,True,,0,True
MONGER,@GZH0527,True,,0,False
ZH0528,ZH000562,True,,0,True
MONGYN,@GZH0528,True,,0,False
ZH0538,ZH000572,True,,0,True
MONNCH,@GZH0538,True,,0,False
ZH0539,ZH000573,True,,0,True
MONNEF,@GZH0539,True,,0,False
ZH0540,ZH000574,True,,0,True
MONNEO,@GZH0540,True,,0,False
ZH0541,ZH000575,True,,0,True
MONNEU,@GZH0541,True,,0,False
ZH0546,ZH000579,True,,0,True
MONPLA,@GZH0546,True,,0,False
ZH0547,ZH000580,True,,0,True
MONPSO,@GZH0547,True,,0,False
ZH0549,ZH000582,True,,0,True
MONREU,@GZH0549,True,,0,False
MONREV,@GZH0550,True,,0,False
ZH0551,ZH000583,True,,0,True
MONSPO,@GZH0551,True,,0,False
ZH0552,ZH000584,True,,0,True
MONURO,@GZH0552,True,,0,False
ONDMDL,@GZH1044,True,,0,False
ZH1228,LQUINT,True,,0,False
FUNRTH,@GZH0553,True,,0,False
ZH0566,ZH000604,True,,0,True
FUNURO,@GZH0566,True,,0,False
ZKH&,@GZH0570,True,,0,False
ZH0617,ZH000650,True,,0,True
GVPDIA,@GZH0617,True,,0,False
ZH0618,ZH000651,True,,0,True
FACMDW,@GZH0618,True,,0,False
ZH0620,ZH000653,True,,0,True
FUNLON,@GZH0620,True,,0,False
ZH0415,@GZH0478,True,,0,False
ZH0415,@GZH0473,True,,0,False
ZH1315,ZH001170,True,,0,True
ZH0415,@GZH0609,True,,0,False
ZH0415,@GZH0608,True,,0,False
ZH0415,@GZH0594,True,,0,False
ZH0415,@GZH0606,True,,0,False
ZH0415,@GZH0605,True,,0,False
ZH0415,@GZH0604,True,,0,False
ZH0415,@GZH0600,True,,0,False
ZH0415,@GZH0599,True,,0,False
ZH0415,@GZH0597,True,,0,False
ZH0415,@GZH0596,True,,0,False
ZH0415,@GZH0102,True,,0,False
ZH0415,@GZH0616,True,,0,False
ZH0415,@GZH0620,True,,0,False
ZH0415,@GZH0619,True,,0,False
ZH0415,@GZH0618,True,,0,False
ZH0415,@GZH0617,True,,0,False
ZH0416,@GZH0099,True,,0,False
ZH0391,EFOURIE,True,,0,True
ZH0418,@GZH0587,True,,0,False
ZH0418,@GZH0359,True,,0,False
ZH0418,@GZH0578,True,,0,False
ZH0418,@GZH0377,True,,0,False
ZH0418,@GZH0613,True,,0,False
ZH0418,@GZH0588,True,,0,False
ZH0418,@GZH0584,True,,0,False
ZH0418,@GZH0557,True,,0,False
ZH0418,@GZH0497,True,,0,False
ZH0418,@GZH0475,True,,0,False
ZKH,@GGGZ   ,True,,0,False
SECDER,@GZH0596,True,,0,False
ZH0598,ZH000633,True,,0,True
SECINT,@GZH0598,True,,0,False
ZH0599,ZH000634,True,,0,True
SECKAA,@GZH0599,True,,0,False
ZH0605,ZH000639,True,,0,True
SECNEU,@GZH0605,True,,0,False
ZH0606,ZH000640,True,,0,True
SECOOG,@GZH0606,True,,0,False
ZH0608,ZH000642,True,,0,True
SECPYN,@GZH0607,True,,0,False
SECPYN,@GZH0608,True,,0,False
ZH0609,ZH000643,True,,0,True
SECURO,@GZH0609,True,,0,False
ZH0418,@GZH0477,True,,0,False
ZH0418,@GZH0474,True,,0,False
ZH0418,@GZH0472,True,,0,False
ZH0418,@GZH0155,True,,0,False
ZH0418,@GZH0358,True,,0,False
ZH0418,@GZH0559,True,,0,False
ZH0418,@GZH0612,True,,0,False
ZH0418,@GZH0354,True,,0,False
ZH0418,@GZH0470,True,,0,False
ZH0418,@GZH0469,True,,0,False
ZH0418,@GZH0468,True,,0,False
ZH0418,@GZH0555,True,,0,False
ZH0418,@GZH0410,True,,0,False
ZH0418,@GZH0392,True,,0,False
ZH0418,@GZH0384,True,,0,False
ZH0418,@GZH0367,True,,0,False
ZH0418,@GZH0369,True,,0,False
ZH0418,@GZH0365,True,,0,False
ZH0418,@GZH0554,True,,0,False
ZH0418,@GZH0363,True,,0,False
ZH0418,@GZH0361,True,,0,False
ZH0418,@GZH0556,True,,0,False
ZZZ,@GDONCO ,True,,0,False
ZH0418,@GZH0552,True,,0,False
ZH0418,@GZH0551,True,,0,False
ZH0418,@GZH0550,True,,0,False
ZH0418,@GZH0549,True,,0,False
ZH0418,@GZH0547,True,,0,False
ZH0418,@GZH0548,True,,0,False
ZH0418,@GZH0546,True,,0,False
ZH0418,@GZH0545,True,,0,False
ZH0418,@GZH0544,True,,0,False
ZH1013,@GZH1295,True,,0,False
ZH0418,@GZH0541,True,,0,False
