GROEPCODE,LINKCODE,ISLID,VOLGORDE,BEHEERNIVO,LINKBLOKIMAGE
ZH0330,TMUIS,True,,0,False
ZH1303,TMUIS,True,,0,False
ZH1178,TMULDER2,True,,0,False
ZH0282,LSIMON,True,,0,False
ZH1357,TNAGTEGA,True,,0,False
ZH0180,TNEL,True,,0,False
ZH0470,TNGUYEN,True,,0,False
ZH0391,TNIEUWE2,True,,0,False
ZH1086,TNIJMAN,True,,0,False
ZH1389,YBROEKHU,True,,0,False
ZH0469,TOBST2,True,,0,False
ZH0407,TOLAUSSO,True,,0,False
ZH0148,TPAFF,True,,0,False
ZH0164,TPAFF,True,,0,False
ZH1107,JAERTSS3,True,,0,False
ZH0813,TPATER,True,,0,False
ZH0358,TPATERNO,True,,0,False
ZH1561,00003775,True,,0,True
ZH1107,MOTTERMA,True,,0,False
ZH0076,TPHAN2,True,,0,False
ZH0092,TPHAN2,True,,0,False
ZH0583,TPHILLIP,True,,0,False
ZH0027,TPHILLIP,True,,0,False
ZH0474,TPOLMAN,True,,0,False
ZH0369,00000159,True,,0,False
ZH1290,TRAAD,True,,0,False
ZH1291,TRAAD,True,,0,False
ZH1292,TRAAD,True,,0,False
ZH0267,TRAAD,True,,0,False
ZH0391,MMENSIN3,True,,0,True
ZH1145,PSPEKMAN,True,,0,False
ZH0407,TROOS2,True,,0,False
ZH1371,RRENSING,True,,0,False
ZH1228,TROSIEK,True,,0,False
ZH1307,TRUYTEN,True,,0,False
ZH1086,TSCHAAP2,True,,0,False
ZH0798,TSCHAIK6,True,,0,False
ZH0391,00002992,True,,0,True
ZH1370,TSCHEELE,True,,0,False
ZH0361,00003841,True,,0,True
ZH1408,TSCHIEPE,True,,0,False
ZH0060,00004235,True,,0,False
ZH0084,TSCHLOSS,True,,0,False
ZH1130,TSCHOORL,True,,0,False
ZH1445,@GZH1451,True,,0,False
ZH0397,TSCHOOT2,True,,0,False
ZH0475,00003258,True,,0,True
ZH0167,PVELLEK2,True,,0,False
ZH0621,TBATENB2,True,,0,False
ZH0066,TTUIN,True,,0,False
ZH0146,TSCHUERH,True,,0,False
ZH0177,TSCHUUR2,True,,0,False
ZH0094,TSEUTE,True,,0,False
ZH1141,TSEVERIJ,True,,0,False
ZH0013,TSEVERIJ,True,,0,False
ZH0319,MBLAAUW3,True,,0,False
ZH0346,TSMEENGE,True,,0,False
ZH1295,TSMIT,True,,0,False
ZH0490,TVRANCKE,True,,0,True
ZH0503,TSNETSE2,True,,0,False
ZH0094,TSNIJDE2,True,,0,False
ZH0090,TSOETERI,True,,0,False
ZH0401,TSPAAPE2,True,,0,False
ZH0259,TSTEENB4,True,,0,False
ZH1015,EMEIJE18,True,,0,False
ZH0418,@GZH1553,True,,0,False
ZH0161,TSTEENH2,True,,0,False
ZH1130,TSTELT,True,,0,False
ZH0099,JBONT5,True,,0,False
000078,00002339,True,,0,True
ZPGAH,00002020,True,,0,False
ZH0476,TSTOLK4,True,,0,False
ZH0412,TSTRATEN,True,,0,False
ZH0132,TSTRIKWE,True,,0,False
ZH0399,PGRIFFI2,True,,0,False
ZH1289,TTAKKEN,True,,0,False
ZH1307,TTAKKEN,True,,0,False
ZH1340,JVRIES,True,,0,False
ZH0086,TTILBOR4,True,,0,False
ZH1079,TTIP,True,,0,False
ZH0407,00001872,True,,0,False
ZH0327,TTOONEN,True,,0,False
ZH1141,00003408,True,,0,False
ZH0406,TVARKEV2,True,,0,False
ZH0475,TVEERSE2,True,,0,False
ZH1130,TVELNER,True,,0,False
ZH0340,TVERBURG,True,,0,False
ZH0407,00004295,True,,0,False
ZH0125,TVERHOE5,True,,0,False
ZH0406,MBROER3,True,,0,False
ZH0172,TVERVERS,True,,0,False
ZH0277,TVISSER7,True,,0,False
ZH0239,MJUFFERM,True,,0,True
ZH0393,JZOGGEL,True,,0,False
ZH1294,TVOS2,True,,0,False
ZH0267,TVOS3,True,,0,False
000062,WKOOLE,True,,0,False
ZH0404,MGRAAF31,True,,0,True
ZH1335,TDANVERS,True,,0,False
ZH0064,@G000102,True,,0,False
ZH0374,TWESTRIK,True,,0,False
ZH0354,TWILDT,True,,0,False
ZH0141,00002655,True,,0,False
ZH0090,TWILLIG3,True,,0,False
ZPGAH,00002021,True,,0,False
&DECOP,SBILECE4,True,,0,True
&DECOP,SGUN,True,,0,False
ZH1335,MGRIEK,True,,0,True
ZH1290,TWOLFS,True,,0,False
ZH1141,KBROEKH2,True,,0,False
ZH0578,TWOLFS,True,,0,False
ZH0086,TWUBBEN2,True,,0,False
ZH0346,TYZENDOO,True,,0,False
ZH1224,TZANTEN2,True,,0,False
ZH1141,RROSCAMA,True,,0,True
ZH0879,FKARLIDA,True,,0,False
ZH1066,00003851,True,,0,False
ZH0089,TZWINKE2,True,,0,False
ZH1156,UFLUCKE2,True,,0,False
ZH1074,UILAN2,True,,0,False
ZH1171,UKEMPER2,True,,0,False
ZH1170,UKEMPER2,True,,0,False
ZH0800,VATTEVEL,True,,0,False
ZH0571,VBEKKER,True,,0,False
ZH0965,VBIJKERK,True,,0,False
ZH0380,VBIJKERK,True,,0,False
ZH0464,VBRAUN,True,,0,True
ZH0241,VBRANDS,True,,0,False
ZH0153,VBRUGMAN,True,,0,False
ZH1273,VDAM2,True,,0,False
ZH1218,VDEE,True,,0,False
ZH0082,VDEFELI2,True,,0,False
ZH0094,VDEFELI2,True,,0,False
ZH0172,VDENEER,True,,0,False
ZH0808,VECK,True,,0,False
ZH0167,OVARAN,True,,0,False
ZH0472,VESCAMIL,True,,0,False
ZH1408,VFROELIN,True,,0,False
ZH1170,JBRIL,True,,0,False
ZH0473,VGOOIJER,True,,0,False
ZH0399,VGRAAF2,True,,0,False
ZH0400,SSCHELL2,True,,0,True
ZH0880,MHAJIBAA,True,,0,False
ZH0164,WDIJCK,True,,0,False
ZH0083,VHORTEN2,True,,0,False
ZH0346,VJANSSEN,True,,0,False
ZH0314,SVRIES5,True,,0,True
ZH0354,00000752,True,,0,True
ZH0358,00002784,True,,0,True
ZH0083,VKALININ,True,,0,False
ZH0412,VKECEVA,True,,0,False
ZH0119,VKEMP5,True,,0,False
&DECOP,SHARDIEK,True,,0,False
ZH1141,00000998,True,,0,False
ONDCHI,@G000059,True,,0,False
ZH0973,VKRAAK,True,,0,False
ZH0391,ZWESSELI,True,,0,False
ZH1069,VLANGENH,True,,0,False
ZH0612,00000752,True,,0,True
ZH1373,DSLABBER,True,,0,False
ZH0082,VLEVRINI,True,,0,False
ZH0094,VLEVRINI,True,,0,False
ZH0810,VLINDEMA,True,,0,False
ZH0553,MMADHUIZ,True,,0,True
ZH1289,VMAANEN,True,,0,False
&DECOP,SHOL4,True,,0,False
ZH0461,VMAANEN,True,,0,False
ZH1300,VMAANEN,True,,0,False
ZH0096,VMEIJ,True,,0,False
&DECOP,SKULIK,True,,0,True
ZH1498,00003690,True,,0,False
ZH1288,@G000059,True,,0,False
ZH0349,VNEDEA,True,,0,False
ZH1518,00002230,True,,0,False
ZH1376,LBLOK2,True,,0,False
ZH1178,VPLUIMAK,True,,0,False
ZH1163,VPOST2,True,,0,False
ZH1289,VRAJASAN,True,,0,False
ZH1408,VRAJASAN,True,,0,False
ZH1152,00003161,True,,0,False
ZH1074,00004138,True,,0,False
ZH0153,VROOSEND,True,,0,False
ZH0089,VSCHEPER,True,,0,False
ZH0391,ILINDEN3,True,,0,False
ZH0148,ANIEUWHO,True,,0,False
ZH0068,VSIGURDS,True,,0,False
ZH1141,VSINDHUN,True,,0,False
ZH0172,VSINDHUN,True,,0,False
ZH1204,VSLOOFF,True,,0,False
ZH0148,VSLOOFF,True,,0,False
ZH0177,MMIRKAR3,True,,0,False
ZH0400,VSTOLK,True,,0,False
ZH0917,@GZH1338,True,,0,False
&SUPVI,LDIJKSTR,True,,0,False
ZH1498,AZIJL2,True,,0,False
ZH1141,00001678,True,,0,True
ZH0374,VVLIET,True,,0,False
ZH0392,GRUITER,True,,0,True
ZH0395,VVOORT,True,,0,False
ZH1130,VWESTGE3,True,,0,False
ZH0407,AHENDRI6,True,,0,False
ZH1290,VWOLTERS,True,,0,False
ZH1291,VWOLTERS,True,,0,False
ZH1292,VWOLTERS,True,,0,False
ZH0162,VWOLTERS,True,,0,False
ZH1338,00001601,True,,0,True
ZH1141,WBAKKER7,True,,0,False
ZH0125,WBAKKER7,True,,0,False
ZH0094,RBRANDS5,True,,0,False
ZH0126,00004362,True,,0,True
ZH0134,WBEKKER2,True,,0,False
ZH0330,WBERG7,True,,0,False
ZH1159,WBETHLE2,True,,0,False
ZH0470,WBLOKX,True,,0,False
ZH1595,MLOS3,True,,0,True
ZH0391,IVELDEN2,True,,0,False
ZH1595,NGULDENA,True,,0,True
ZH0016,WBRAAK3,True,,0,False
ZH0076,WBRABER,True,,0,False
ZH0092,WBRABER,True,,0,False
ZH1290,WBRAUNIU,True,,0,False
ZH1291,WBRAUNIU,True,,0,False
ZH1292,WBRAUNIU,True,,0,False
ZH0982,WBRAUNIU,True,,0,False
ZH0079,WBRAUNIU,True,,0,False
ZH0981,WBRINKMA,True,,0,False
ZH1294,EBRONKHO,True,,0,False
ZH0034,WBROEKHU,True,,0,False
ZH0083,WBRUIJN3,True,,0,False
ZH0354,WBRUINS2,True,,0,False
ZH0464,KZAGT,True,,0,True
ONDGYN,@G000060,True,,0,False
ZH1218,WCAHN,True,,0,False
ZH0172,WCHAN,True,,0,False
ZH0477,RGERRIT2,True,,0,False
ZH1273,WDAMMER,True,,0,False
ZH0354,WDEKKER3,True,,0,False
ZH0124,MKANT2,True,,0,False
ZH1273,WKLINKHA,True,,0,True
ZH0996,WDERKSE3,True,,0,False
ZH1347,EZWAAG,True,,0,False
ZH0097,WDIJCK,True,,0,False
ZH0528,MONGYN2,True,,0,True
ZH1212,HGRAAF,True,,0,False
ZH1274,WDIJK3,True,,0,False
&DECOK,WDIRKSE2,True,,0,False
ZH1289,WDIRKSE2,True,,0,False
ZH1299,WDIRKSE2,True,,0,False
ZH0458,WDIRKSE2,True,,0,False
ZH0490,CCREBOLD,True,,0,True
ZH0177,00000989,True,,0,False
ZH0406,JLAMSMA,True,,0,True
ZH0090,WEPPINGA,True,,0,False
ZH1410,WESSEVEL,True,,0,False
ZH0076,WFENNIS2,True,,0,False
ZH0092,WFENNIS2,True,,0,False
ZH0584,JBEUTLE2,True,,0,True
ZH1452,MRUMPT2,True,,0,True
ZH0475,WFOPPEN2,True,,0,False
ZH1141,WGERRIT4,True,,0,False
ZH0013,WGERRIT4,True,,0,False
ZH1141,WGIELIS2,True,,0,False
ZH0084,WGIELIS2,True,,0,False
ZH1499,SROSSING,True,,0,False
ZH0048,WGLIND,True,,0,False
ZH0407,WGOSSEL2,True,,0,False
ZH0241,WGREEVEN,True,,0,False
ZH1105,PMUELLER,True,,0,False
ZH0996,WGREVENS,True,,0,False
ZH0034,ILEKKERK,True,,0,False
ZH1274,WHAAN,True,,0,False
ZH0880,IGOOR5,True,,0,True
ZH1560,HVLEEMS2,True,,0,False
ZH0185,YWINGELA,True,,0,True
ZH0061,00002808,True,,0,False
ZH0061,EKEMME,True,,0,False
ZH0124,00004106,True,,0,False
ZH1312,00000553,True,,0,False
ZH0470,WHECKE,True,,0,False
ZH0571,MEVERS16,True,,0,False
ZH1152,WHERK3,True,,0,False
ZH1504,HER12345,True,,0,True
ZH0173,WHILSTER,True,,0,False
ZH0082,WHOEK3,True,,0,False
ZH0094,WHOEK3,True,,0,False
ZH0148,WHOLLAND,True,,0,False
ZH0167,WHOLLAND,True,,0,False
ZH0469,WHOORNOV,True,,0,False
ZH0284,TVISSERS,True,,0,False
ZH0400,00002688,True,,0,True
ZH0400,00000642,True,,0,True
ZH0472,WJANSE11,True,,0,False
ZH0088,WJANSSE6,True,,0,False
ZH0412,WJONKER3,True,,0,False
ZH0419,JBLOM,True,,0,True
ZH0419,TKAAK,True,,0,True
ZH0971,00001563,True,,0,False
ZH0141,STIMMER5,True,,0,False
ZH0490,CDOOIJE4,True,,0,True
ZH0843,YWINGELA,True,,0,True
ZH0069,WKNOL2,True,,0,False
ZH1009,WKNOL2,True,,0,False
000095,MWALMA2,True,,0,False
ZH1285,JLANG,True,,0,True
ZH1222,WKOLLEN,True,,0,False
ZH0392,WKOOLE,True,,0,False
ZH1222,WKORS,True,,0,False
&DECAB,EKRUIMER,True,,0,False
ZH0076,WKORT2,True,,0,False
ZH0092,WKORT2,True,,0,False
ZH0180,WKRAAIJ3,True,,0,False
ZH0089,WKRUITH2,True,,0,False
ZH0391,WKUPER,True,,0,False
ZH0173,WLANGEN3,True,,0,False
ZH0400,00002689,True,,0,True
ZH1090,WLAWERMA,True,,0,False
ZH1141,WLENG,True,,0,False
ZH0470,WLENG,True,,0,False
ZH1294,WLOKHORS,True,,0,False
ZH0087,WMAARSE,True,,0,False
ZH0138,WMEER2,True,,0,False
000146,00000547,True,,0,False
ZH0391,WMIELLE2,True,,0,False
ZH1163,WMULDER3,True,,0,False
ZH0616,WMUSKIT2,True,,0,False
ZH1396,MKEMPEN3,True,,0,True
ZH0571,WNAGTEG2,True,,0,False
ZH0475,WNIEUWE2,True,,0,False
ZH0084,WNIJHUI2,True,,0,False
ZH0365,WNIMWEGE,True,,0,False
ZH1066,WNIX,True,,0,False
ZH1478,00001887,True,,0,False
ZH0376,WOOSTERH,True,,0,False
ZH0081,00003719,True,,0,True
ZH0379,00004275,True,,0,True
ZH1025,WPELLEKA,True,,0,False
ZH0246,WPLOEG,True,,0,False
ZH0094,WPOL2,True,,0,False
ZH1063,WQUAK2,True,,0,False
ZH0153,WQUERIDO,True,,0,False
ZH0055,WRAAIJ,True,,0,False
ZH0112,JAERTSS3,True,,0,True
ZH0177,WRENOOI3,True,,0,False
ZH0145,KULTEE,True,,0,True
ZH0094,WRHEENE2,True,,0,False
ZH0475,WRIELE2,True,,0,False
&DBC,EMEER3,True,,0,False
ZH0996,WRIELE2,True,,0,False
ZH0075,WRIELE2,True,,0,False
ZH0087,WRINKEL2,True,,0,False
ZH0587,WROOSEGA,True,,0,False
ZH1141,WSANDEN,True,,0,False
ZH0093,WSANDEN,True,,0,False
ZH0406,WSCHALKW,True,,0,False
ZH0074,AZUILEN,True,,0,False
ZH0390,WSCHEUR3,True,,0,False
ZH0393,WSCHEUR3,True,,0,False
ZH1295,WSELMAN,True,,0,False
ZH0086,WSETERS,True,,0,False
ZH0148,WSLOOFF,True,,0,False
ZH0082,WSLOOFF,True,,0,False
ZH0082,WSLUIS2,True,,0,False
ZH0094,WSLUIS2,True,,0,False
ZH0346,WSNELLER,True,,0,False
ZH0076,WSONNAVI,True,,0,False
ZH0460,WSPETGEN,True,,0,False
ZH1141,00002226,True,,0,False
ZH0067,WSUYKER2,True,,0,False
ZH0016,WTEENGS,True,,0,False
ZH0047,WTETTERO,True,,0,False
ZH0049,WTETTERO,True,,0,False
ZH0561,WTIELGRO,True,,0,False
ZH0060,00004317,True,,0,False
ZH0231,WVEERMAN,True,,0,False
ZH0475,WVELDHUI,True,,0,False
ZH1064,WVERHEI5,True,,0,False
ZH0033,WVERHOEV,True,,0,False
ZH1079,WWEELDE2,True,,0,False
ZH1130,WWESTERH,True,,0,False
ZH1166,WWILSCHU,True,,0,False
ZH0034,SPUTTEN2,True,,0,True
ZH0162,WWOERD,True,,0,False
ZH0237,WWOLFERI,True,,0,False
ZH0258,WWOLFERI,True,,0,False
ZH1023,WWOLTER2,True,,0,False
ZH0324,WWOLTER2,True,,0,False
ZH1086,EBECKIN2,True,,0,True
ZH0034,HRASSER2,True,,0,True
ZH1474,ZH001367,True,,0,False
ZH1353,FASNNOSI,True,,0,True
ZH0016,WZONDER3,True,,0,False
ZH0349,XKE2,True,,0,False
ZH0380,EBREUKI2,True,,0,False
000062,EADRIAAN,True,,0,False
ZH0033,YAJOUAO3,True,,0,False
ZZZ,@GZH1324,True,,0,False
ZH1474,ZH001368,True,,0,False
ZH0081,YBACKES2,True,,0,False
ZH0148,BSTRAVER,True,,0,True
ZH1079,YBENSE2,True,,0,False
ZH0341,YBOOGERT,True,,0,False
ZH0034,NSIMON,True,,0,True
ZH0016,00001146,True,,0,False
ZH0017,YBREUER,True,,0,False
ZH1108,YBROEKHU,True,,0,False
ZH0470,YBURGER,True,,0,False
ZH0787,YBURGERS,True,,0,False
ZH1357,YCHAIGNE,True,,0,False
ZH1015,YCHAIGNE,True,,0,False
ZH0990,YCHAIGNE,True,,0,False
ZH0449,YCHAIGNE,True,,0,False
ZH0419,YCHAN,True,,0,False
ZH0048,YVISSER3,True,,0,False
ZH0161,LPUTMAN,True,,0,True
MONURO,@G000117,True,,0,False
000117,MONHOD,True,,0,False
ZH1218,YDOES,True,,0,False
ZH1079,YDOORN,True,,0,False
ZH0074,MROOKMAA,True,,0,True
ZH1499,00002155,True,,0,False
ZH0074,FREEKUM,True,,0,True
ZH1376,EMESENIG,True,,0,True
ZH0074,KGERRIT3,True,,0,True
ZH1141,LRIEL4,True,,0,False
ZH0763,00002054,True,,0,True
ZH0072,ESTRIBOS,True,,0,False
ZH0112,YHALABI,True,,0,False
ZH0148,LPUTMAN,True,,0,True
ZH0571,YHEMERT2,True,,0,False
ZH0175,00000807,True,,0,True
ZH0468,YHOFSTE2,True,,0,False
ZH0358,MBAHYAOU,True,,0,True
ZH1141,YHOORN2,True,,0,False
ZH0172,YHOORN2,True,,0,False
ZH0406,LHASMI,True,,0,True
ZH0133,YHUIBERS,True,,0,False
000014,00000103,True,,0,False
ZH0264,YKOPPEL2,True,,0,False
ZH0266,YKOPPEL2,True,,0,False
000062,MRAEMAE2,True,,0,False
ZH0091,00002047,True,,0,True
ZH0172,YLIEM,True,,0,False
ZH1057,YLINDERS,True,,0,False
ZH1290,YLOEFFE2,True,,0,False
ZH1291,YLOEFFE2,True,,0,False
ZH1292,YLOEFFE2,True,,0,False
ZH0148,YLOEFFE2,True,,0,False
ZH0578,YLOEFFE2,True,,0,False
ZH0391,YLOEWENS,True,,0,False
ZH0173,00000811,True,,0,True
ZH0936,DLENNART,True,,0,False
ZH1141,YMATSER,True,,0,False
ZH0099,YMATSER,True,,0,False
ZH0255,00002249,True,,0,False
ZH0080,YMENGER3,True,,0,False
ZH1295,00000812,True,,0,True
ZH0185,YMOHAMM2,True,,0,False
000049,00000588,True,,0,False
ZH0246,YNIEROP,True,,0,False
ZH0490,KKUSTERS,True,,0,True
ZH0081,YPAVERT,True,,0,False
ZH0583,YPLOMP2,True,,0,False
ZH0027,YPLOMP2,True,,0,False
ZH1218,YPRAAG,True,,0,False
ZH0412,EBEZEMER,True,,0,True
RESVPL,@GRESINF,True,,0,False
&SUPVI,@GZH1554,True,,0,False
ZH1165,YTAFFIJN,True,,0,False
ZH0391,00002556,True,,0,True
ZH0946,YTORRICO,True,,0,False
ZH1353,MHOEFAKK,True,,0,True
ZH0571,YWESTERV,True,,0,False
ZH1228,YWILDBRE,True,,0,False
ZH0490,BBRUIJN2,True,,0,True
ZH1281,YWILT,True,,0,False
ZH0167,NCLAESS2,True,,0,True
000058,JBUCKLEY,True,,0,False
ZH0490,KLINDROB,True,,0,True
ZH0386,YZHANG2,True,,0,False
ZH1344,LMEIJ3,True,,0,True
ZH0167,FJANSSE3,True,,0,False
ZH1178,ZHOFMAN,True,,0,False
000058,PSTOLK2,True,,0,False
ZH0128,00000813,True,,0,True
ZH0400,00002770,True,,0,True
ZH0013,ZRITTERS,True,,0,False
ZH1152,ZSAK,True,,0,False
ZH0407,ZSHAMS,True,,0,False
ZH0053,ZZEAMARI,True,,0,False
ZH0392,JMEZIANI,True,,0,False
ZH0223,TBEKHUI2,True,,0,False
ZH1353,PSCHNEI2,True,,0,True
ZH0400,00002771,True,,0,True
ZH1487,ASOMERE2,True,,0,False
ZH0063,00003358,True,,0,False
&SUPVI,ENOORT2,True,,0,True
ZH1548,@GZH0477,True,,0,False
FACMDW,00000814,True,,0,True
ZH0159,LGERBRAN,True,,0,False
ZH0388,JWEEHUI2,True,,0,False
ZH0388,TVONDER2,True,,0,False
ZH1141,AHAANAPP,True,,0,True
ZH0034,AUYTTEWA,True,,0,True
ZH1353,RLIESDEK,True,,0,True
ZH1353,SDONK,True,,0,True
ZH1353,SDUCAAT2,True,,0,True
ZH1353,SMEERTEN,True,,0,True
ZH0180,EOOSTRO2,True,,0,True
ZH0032,JPAAS,True,,0,False
ZH1356,AGROENEW,True,,0,True
ZH1356,AHEIJERM,True,,0,True
ZH0034,NHOOSBEE,True,,0,True
GVPPAL,@GZH1442,True,,0,False
VPLPAL,@GZH1443,True,,0,False
ZH0750,ZH001181,True,,0,True
ZH0746,ZH001181,True,,0,True
ZH0747,ZH001181,True,,0,True
ZH0749,ZH001181,True,,0,True
ZH0744,ZH001181,True,,0,True
ZH0748,ZH001181,True,,0,True
ZH0745,ZH001181,True,,0,True
ZH0753,ZH001181,True,,0,True
ZH0751,ZH001181,True,,0,True
ZH0755,ZH001181,True,,0,True
ZH0754,ZH001181,True,,0,True
ZH0141,ZH001184,True,,0,True
ZH0719,ZH001189,True,,0,True
ZH0737,ZH001189,True,,0,True
ZH0735,ZH001189,True,,0,True
ZH0715,ZH001189,True,,0,True
ZH1442,JSLUIS4,True,,0,True
ZH1441,JWALKER3,True,,0,False
ZH1441,KWINTER,True,,0,False
ZH1074,00003772,True,,0,False
&DECAB,JBAKKER3,True,,0,False
ZH1338,00001265,True,,0,False
ZH0407,MVELTHU4,True,,0,False
&DECAB,MVOS30,True,,0,False
ZH1416,SDIEPEVE,True,,0,False
ZH0360,BAPAGE,True,,0,False
ZH1416,SKULIK,True,,0,True
&DECAB,WESSEVEL,True,,0,False
ZH1561,00004263,True,,0,True
ZH1195,00000940,True,,0,False
ZH0801,NGEURTS2,True,,0,False
ZH0515,DSTEINS,True,,0,False
&DECAB,RRIRIASS,True,,0,False
&DECAB,TSTORMBR,True,,0,False
ZH0407,00004370,True,,0,False
&DBC,BKREGTE2,True,,0,False
&DBC,MKOLLER,True,,0,True
ZH1499,SROOZEKR,True,,0,False
ZH0969,RTELMAN,True,,0,True
ZH0464,ESPELT2,True,,0,False
ZH0464,HZIJP,True,,0,True
ZH0464,JMEULBRO,True,,0,True
ZH0464,KKROMHOU,True,,0,True
ZH0464,RGEEST,True,,0,True
ZH0464,AGONSIOR,True,,0,True
ZH0464,JHAMERSV,True,,0,True
ZH0464,MVEEN20,True,,0,True
ZH0464,RWIEMAN,True,,0,True
ZH1438,JLEUR3,True,,0,True
ZH1438,HKOOISTR,True,,0,True
ZH1438,AGRAAF2,True,,0,False
ZH1359,APIETER2,True,,0,False
ZH1337,LROOS3,True,,0,False
ZH1359,RBOSHUIS,True,,0,False
ZH0766,EKOOIJMA,True,,0,True
ZH0766,RKETELAA,True,,0,False
ZH0136,SHAVERK3,True,,0,True
ZH0419,YROOIJAC,True,,0,True
ZZZ,@GCS0193,True,,0,False
SPEC,@GZH1084,True,,0,False
ZH1086,ZH000932,True,,0,True
ZZZ,@GSPESEK,True,,0,False
MONRAD,@GZH1097,True,,0,False
ZH1137,@GZH1138,True,,0,False
ZH1138,ZH000976,True,,0,True
ZH0007,ZH001089,True,,0,False
CS0101,@GFACMDW,True,,0,False
ZH1214,@GZH1175,True,,0,False
ZH1142,@GZH1215,True,,0,False
ZH1215,ZH000994,True,,0,True
ZZZ,@GPATTRP,True,,0,False
ZZZ,@GVOEADM,True,,0,False
ZZZ,@GGGZROM,True,,0,False
ZH1216,ZH001095,True,,0,True
CS0101,@GDBCGGZ,True,,0,False
ZH1217,ZH001096,True,,0,True
GGZKPS,@GZH1217,True,,0,False
ZH1288,@GZH1165,True,,0,False
ZH1288,@GZH1018,True,,0,False
ZH1288,@GZH1180,True,,0,False
ZZZ,@GGGZSHB,True,,0,False
ZH1288,@GZH1024,True,,0,False
ZZZ,@GKSIC+ ,True,,0,False
ZZZ,@GKVIC+ ,True,,0,False
ZZZ,@GKLIPZP,True,,0,False
ZZZ,@GDATGEC,True,,0,False
ZH1220,@GZH1221,True,,0,False
ZH1288,@GZH0676,True,,0,False
ZH1288,@GZH1025,True,,0,False
ZH1288,@GZH1023,True,,0,False
ZH1288,@GZH1022,True,,0,False
ZH1288,@GZH1167,True,,0,False
ZZZ,@GSECPSY,True,,0,False
ZH0993,@GZH0994,True,,0,False
ZH0418,@GZH1306,True,,0,False
ZH0418,@GZH1307,True,,0,False
ZH0418,@GZH1171,True,,0,False
ZH0418,@GZH1308,True,,0,False
ZH0418,@GZH1170,True,,0,False
ZH1478,BRIKKEN2,True,,0,True
ZH0418,@GZH1314,True,,0,False
ZH0418,@GZH1315,True,,0,False
ZH0418,@GZH1316,True,,0,False
ZH0418,@GZH1310,True,,0,False
ZH0418,@GZH1309,True,,0,False
ZKH&,@GZH1318,True,,0,False
ZH1336,ZH001042,True,,0,True
ZH1422,JKETELA2,True,,0,False
ZH0755,ZH001182,True,,0,False
ZH0753,ZH001182,True,,0,False
ZH0751,ZH001182,True,,0,False
ZH1327,ZH001185,True,,0,True
ZH0718,ZH001189,True,,0,True
ZH0148,ZH001186,True,,0,True
ZH1204,ZH001186,True,,0,True
ZH1330,MAPSB3W,True,,0,True
KLISH,@GZH1330,True,,0,False
ZH1332,MAPSB4O,True,,0,True
KLISH,@GZH1332,True,,0,False
ZH1333,MAPSD2OO,True,,0,True
ZH1335,ZH001032,True,,0,True
ZH0783,@GZH1335,True,,0,False
ZH0053,@GZH1335,True,,0,False
ZH0570,@GZH1335,True,,0,False
ZH0913,@GZH1335,True,,0,False
ZH0908,@GZH1335,True,,0,False
ZH0896,@GZH1335,True,,0,False
ZH0915,@GZH1335,True,,0,False
ZH1336,ZH001041,True,,0,False
ZH0019,@GZH1336,True,,0,False
ZH0570,@GZH1336,True,,0,False
ZH1338,ZH000897,True,,0,True
ZH0570,@GZH1338,True,,0,False
ZH1346,AWIJTMAN,True,,0,True
ZH0017,@GZH1338,True,,0,False
ZH0032,@GZH1338,True,,0,False
ZH0035,@GZH1338,True,,0,False
ZH0041,@GZH1338,True,,0,False
ZH0042,@GZH1338,True,,0,False
ZH0043,@GZH1338,True,,0,False
ZH0051,@GZH1338,True,,0,False
ZH1340,ZH001043,True,,0,False
ZH0570,@GZH1340,True,,0,False
ZH0026,@GZH1340,True,,0,False
ZH1341,ZH001036,True,,0,True
ZH1341,ZH001035,True,,0,False
ZH0570,@GZH1341,True,,0,False
ZH0027,@GZH1341,True,,0,False
ZH1342,ZH001033,True,,0,False
ZH0570,@GZH1342,True,,0,False
ZH0028,@GZH1342,True,,0,False
ZH1347,ZH001054,True,,0,True
ZH0570,@GZH1347,True,,0,False
ZH0931,@GZH1347,True,,0,False
ZH0932,@GZH1347,True,,0,False
ZH0930,@GZH1347,True,,0,False
ZH0919,@GZH1347,True,,0,False
ZH0920,@GZH1347,True,,0,False
ZH0923,@GZH1347,True,,0,False
ZH0924,@GZH1347,True,,0,False
ZH0928,@GZH1347,True,,0,False
ZH0929,@GZH1347,True,,0,False
ZH0925,@GZH1347,True,,0,False
ZH0926,@GZH1347,True,,0,False
ZH0850,@GZH1347,True,,0,False
ZH0852,@GZH1347,True,,0,False
ZH0851,@GZH1347,True,,0,False
ZH0857,@GZH1347,True,,0,False
ZH0856,@GZH1347,True,,0,False
ZH0848,@GZH1347,True,,0,False
ZH1192,@GZH1347,True,,0,False
ZH1349,ZH001058,True,,0,True
ZH1349,ZH001057,True,,0,False
ZH0607,@GZH1349,True,,0,False
ZH1351,ZH001060,True,,0,True
ZH1351,ZH001059,True,,0,False
ZH0570,@GZH1351,True,,0,False
KSIC,@GZH1351,True,,0,False
ZH1344,ZH000774,True,,0,False
ZH0139,@GZH1180,True,,0,False
MEDSEC,@GZH1191,True,,0,False
&DECOP,@GZH1191,True,,0,False
ZH1192,ZH001027,True,,0,True
