GRPUSRCODE,USERCODE,USERBLOKIMAGE,GROUPBLOKIMAGE
SYSBH+,00004005,True,True
ZH000685,00004134,False,False
ZH000745,00002214,False,False
ZH000685,00004186,False,False
ZH000968,LSTAAL,False,False
KVCTG,TPOOLMAN,True,False
ZH000645,TPOOLMAN,True,False
ZH001064,KSTEENTJ,False,True
ZH000873,00004319,True,False
ZH000970,00001573,False,False
ZH000730,00003424,False,False
ZH000730,00003428,False,False
ZH000730,00003425,False,False
ZH000971,00001573,False,False
ZH000681,00004286,True,False
ZH000783,00004209,False,False
ZH000758,AOOMEN,False,False
ZH000607,BSALLEV2,False,False
ZH000818,BSCHILD2,False,False
ZH000782,BSEY,False,False
ZH000681,BSJOLLEM,False,False
ZH000730,BSMIT,False,False
ZH000609,BSOMMEN2,False,False
ZH000745,BSPAANDE,False,False
00003686,LQUINT,False,False
00001503,00003820,True,False
00003192,00003847,False,False
00003195,00003848,False,False
ZH000037,00003849,False,False
ZH000645,SSAHBA,False,False
ZH001390,SNOORLAN,False,True
ZH001123,00003858,True,False
ZH001512,00001986,False,False
ZH001407,00002928,False,True
ZH000783,00003883,True,False
ZH001067,ZH001191,False,False
ZH001064,ZH001191,False,True
ZH000825,EWIJK,True,False
00000623,MMAXWELL,True,False
ZH000818,00004067,False,False
ZH001830,SBEERS,False,False
ZH001425,AJONG30,False,False
ZH000683,MMAST5,False,False
ZH001066,00004098,True,False
ZH001066,00004096,True,False
ZH001866,00004102,False,False
00001503,PEMANUEL,False,False
ZH000758,00004217,False,False
ZH001073,00004229,True,False
ZH000818,BSTHEINS,False,False
ZH000685,BSTOLWIJ,False,False
ZH000745,BTIGELAA,False,False
ZH000783,BTONEN,False,False
ZH000782,BVEER3,False,False
ZH000744,CGROOT3,False,False
ZH000744,CGUNTER,False,False
ZH000243,MSCHELH2,False,False
ZH000818,CHAGENS2,False,False
ZH001074,CHASELAG,False,False
00000383,EKANT,False,False
ZH000685,00003771,False,False
ZH000672,NBEKKUM,False,False
ZH000989,JKRIKKE,False,False
ZH000730,00003942,False,False
ZH001421,00002490,False,False
ZH000685,00004056,False,False
ZH001460,00004063,False,False
ZH001064,DJANSSE3,False,True
ZH001064,MVRIES,False,True
ZH000683,00002088,False,False
ZH000783,HSULLIVA,True,False
ZH000783,00004211,True,False
ZH001411,00002015,False,False
ZH000730,EBOS7,True,False
ZH000685,00004351,True,False
ZH000685,00004352,True,False
ZH001073,00004353,True,False
00003195,TKLAASS2,False,False
ZH000843,CHEMERT,False,False
ZH000745,CHENDRI2,False,False
ZH000782,CHEUVEL2,False,False
ZH000758,CHEUVEL9,False,False
ZH001066,DVERHOE2,False,False
ZH000243,JPOT4,False,False
ZH000873,00003731,True,False
ZH000818,SNOORLAN,False,False
ZH001904,CGEERAR2,False,False
ZH000683,00003869,False,False
ZH000681,00003870,False,False
APBBEH,JKRIKKE,False,False
CS000252,JKRIKKE,False,False
ZH001895,JKRIKKE,False,False
ZH000243,JKRIKKE,False,False
ZH000012,JKRIKKE,False,False
ZH000991,JKRIKKE,False,False
ZH000608,JKRIKKE,False,False
SYSBH,JKRIKKE,False,True
BAPRLS,JKRIKKE,False,True
00000252,00000038,False,False
ZH001073,PCOLIJN,True,False
ZH000843,DWARSAME,True,False
00000413,ZH001191,False,True
00000306,00004047,False,False
ZH000608,TSCHINKE,False,False
ZH000609,DVOOGD,False,False
ZH000873,00000433,False,False
ZH001390,00004274,True,True
ZH000843,DVOORNEV,False,False
ZH000818,00004274,True,False
ZH000818,00004276,True,False
ZH001390,00004276,True,True
ZH000818,APEZIE,False,False
ZH000818,ADUITS3,False,False
ZH000672,ADUITS3,False,False
ZH000781,ADUITS3,False,False
ZH000681,ADUITS3,False,False
ZH000683,ADUITS3,False,False
ZH001390,ADUITS3,False,True
ZH000758,ADUITS3,False,False
CS000252,00004395,True,False
APBBEH,00004395,True,False
ZH000989,00004395,True,False
APBMED,00004395,True,False
ZH000243,00004395,True,False
ZH000012,00004395,True,False
ZH000991,00004395,True,False
BAPMED,00004395,True,False
ZH000608,00004395,True,False
APBOVZ,00004395,True,True
ZH000745,EFROON,False,False
SYSBH,00004395,True,True
ZH000746,EGEURTS3,False,False
BAPRLS,00004395,True,True
ZH001099,EGIELING,False,False
ZH000607,EGIELING,False,False
CS+,CSKALE,False,False
CS+,CSJWDJ,False,False
CS+,CSJRIS,False,False
CS+,CSKEDO,False,False
CS+,CSKAPR,False,False
CS+,CSKEHAS,False,False
CS+,CSKIKAR,False,False
CS+,CSKUKN,False,False
CS+,CSLAEI,False,False
CS+,CSLASM,False,False
CS+,CSLARU,False,False
ZH000685,EGIESEN2,False,False
ZH000782,EGRIMMEL,False,False
ZH000745,EGROENE5,False,False
CS+,CSLAVDH,False,False
CS+,CSLAWA,False,False
CS+,CSLEHA,False,False
CS+,CSKLE,False,False
CS+,CSLEKE,False,False
CS+,CSLGLO,False,False
CS+,CSLGS,False,False
CS+,CSLIPR,False,False
ZH000758,EGROENEN,False,False
CS+,CSLELI,False,False
CS+,CSLIMA,False,False
CS+,CSLIKON,False,False
CS+,CSLOHA,False,False
CS+,CSLIVS,False,False
CS+,CSLOJE,False,False
CS+,CSLUFA,False,False
CS+,CSDJM,False,False
CS+,CSETD,False,False
ZH001066,EGROOTVE,False,False
CS+,CSFEVST,False,False
CS+,CSFVDBE,False,False
CS+,CSHATHI,False,False
CS+,CSIEPO,False,False
CS+,CSIS,False,False
CS+,CSJJ,False,False
CS+,CSJUSL,False,False
CS+,CSKIVE,False,False
CS+,CSLIEL,False,False
ZH000782,EGUN,False,False
CS+,CSLOWE,False,False
CS+,CSLOVI,False,False
CS+,CSMACH,False,False
CS+,CSMAATA,False,False
CS+,CSMABOU,False,False
CS+,CSMAAS,False,False
CS+,CSMABA,False,False
CS+,CSLVDH,False,False
CS+,CSMACOR,False,False
ZH000873,EHAARSM2,False,False
CS+,CSMAHIL,False,False
CS+,CSMADBO,False,False
CS+,CSMAMU,False,False
CS+,CSMAME,False,False
CS+,CSMAMI,False,False
CS+,CSMARE,False,False
ZH000745,EHABES,False,False
CS+,CSMARDE,False,False
CS+,CSMARLS,False,False
CS+,CSMARKA,False,False
ZH001129,EHALM,False,False
ZH000685,EHANSUM,False,False
CS+,CSMARDI,False,False
CS+,CSMATZ,False,False
CS+,CSMASON,False,False
CS+,CSMAVA,False,False
CS+,CSMASP,False,False
CS+,CSMAVDB,False,False
CS+,CSMAST,False,False
ZH000818,EHART,False,False
CS+,CSMEGR,False,False
CS+,CSIMAK,False,False
CS+,CSIRROO,False,False
CS+,CSJAKO,False,False
ZH000744,EHATTUM2,False,False
CS+,CSJEDUQ,False,False
CS+,CSJEWA,False,False
CS+,CSJOHU,False,False
00003690,LKONING2,False,False
ZH000683,NBEKKUM,False,False
ZH000609,00003795,False,False
00001503,LBATENB2,False,False
ZH000685,EHAVERKA,False,False
ZH000873,EHEERSM2,False,False
00000701,00003825,False,False
ZH000608,JGILL,False,False
00001790,00003943,False,False
00001453,00003943,False,False
00000532,00003956,False,False
00001790,00003956,False,False
00001453,00003956,False,False
SYSBH+,00003956,False,True
00000532,00003957,False,False
00001790,00003957,False,False
00001453,00003957,False,False
SYSBH+,00003957,False,True
ZH000685,00004006,False,False
ZH001874,00004009,False,False
ZH001099,00004009,False,False
ZH001875,00004009,False,False
ZH000608,00004009,False,False
ZH001347,00004009,False,False
ZH001064,BKOTTINK,False,True
ZH001064,MBOER43,False,True
ZH001064,00002922,False,True
ZH000685,00004083,False,False
ZH000685,00004130,False,False
ZH000685,EZEGGELA,False,False
ZH000873,00004304,True,False
ZH000843,00002280,False,False
ZH000681,00000360,False,False
ZH000730,EBRUIN11,False,False
ZH000672,EBRUIN11,False,False
ZH000781,EBRUIN11,False,False
ZH000681,EBRUIN11,False,False
ZH000683,EBRUIN11,False,False
00000701,00004341,True,False
ZH000783,00002217,False,False
ZH000730,SNAGTEG4,False,False
ZH000758,00004071,False,False
ZH001407,00002217,False,True
CS+,CSJOWO,False,False
CS+,CSKAAL,False,False
CS+,CSKIKOO,False,False
CS+,CSLEUD,False,False
CS+,CSLAVER,False,False
CS+,CSLOFR,False,False
CS+,CSLISVA,False,False
CS+,CSMAAJ,False,False
CS+,CSMABUR,False,False
CS+,CSMALO,False,False
CS+,CSMANS,False,False
CS+,CSMASC,False,False
CS+,CSMASTE,False,False
CS+,CSMAZU,False,False
CS+,CSMBOT,False,False
CS+,CSMESCH,False,False
CS+,CSMETI,False,False
CS+,CSMEVG,False,False
CS+,CSMIFE,False,False
CS+,CSMIPLO,False,False
CS+,CSMOKOU,False,False
CS+,CSMISZ,False,False
CS+,CSMOLA,False,False
CS+,CSMTLH,False,False
CS+,CSMTRI,False,False
CS+,CSMVDH,False,False
CS+,CSNB,False,False
CS+,CSNIPH,False,False
CS+,CSNDVI,False,False
CS+,CSNINA,False,False
CS+,CSNIRA,False,False
CS+,CSJATJ,False,False
CS+,CSJASL,False,False
CS+,CSJEPO,False,False
CS+,CSJOBR,False,False
CS+,CSJOPR,False,False
CS+,CSJULKE,False,False
CS+,CSKAMO,False,False
CS+,CSKEMA,False,False
CS+,CSLECO,False,False
CS+,CSLESCH,False,False
CS+,CSLILU,False,False
CS+,CSLISS,False,False
CS+,CSLULO,False,False
CS+,CSLUPE,False,False
CS+,CSMANPO,False,False
CS+,CSMAPO,False,False
CS+,CSMAVD,False,False
CS+,CSMAV,False,False
CS+,CSMICA,False,False
CS+,CSMIDI,False,False
CS+,CSMUHA,False,False
CS+,CSMUAR,False,False
CS+,CSNIEL,False,False
CS+,CSNOGRA,False,False
CS+,CSNOHA,False,False
CS+,CSNIZA,False,False
CS+,CSNVE,False,False
CS+,CSNOSL,False,False
CS+,CSOLEEI,False,False
CS+,CSOLSA,False,False
CS+,CSNRAD,False,False
CS+,CSPAGR,False,False
CS+,CSPDRU,False,False
CS+,CSPAGO,False,False
CS+,CSQUUM,False,False
CS+,CSPV,False,False
CS+,CSRCH,False,False
CS+,CSRATIM,False,False
CS+,CSPLST,False,False
CS+,CSJAZH,False,False
CS+,CSJIAL,False,False
CS+,CSJUVBR,False,False
CS+,CSKEVDW,False,False
CS+,CSLIFAB,False,False
CS+,CSLOSC,False,False
CS+,CSMAGR,False,False
CS+,CSMARWI,False,False
CS+,CSMEKO,False,False
CS+,CSMILA,False,False
CS+,CSMVDT,False,False
CS+,CSNIVS,False,False
CS+,CSOMAB,False,False
CS+,CSRBM,False,False
CS+,CSREBA,False,False
CS+,CSRDV,False,False
CS+,CSREHO,False,False
CS+,CSRHBR,False,False
CS+,CSRITE,False,False
CS+,CSREVBA,False,False
CS+,CSRIHOE,False,False
ZH001073,00003714,True,False
ZH001904,BSCHIRMB,False,False
ZH000758,EBRUIN11,False,False
00000701,RZOUZOU2,False,False
ZH000782,00003868,True,False
ZH001421,00004038,True,False
SYSBH+,00003959,False,True
00004328,HASLAN,False,False
00004328,LNAFZGER,False,False
ZH001904,VKUIPER2,False,False
ZH000788,00000494,False,False
ZH000787,MWEERD6,False,False
00000125,MLETTENM,False,False
ZH000826,JHEIJDE6,False,False
SYSBH+,SKASHEFI,False,False
ZH000818,FBOUWSEM,False,False
ZH000744,FBUIJS2,False,False
ZH001075,FBURGHOO,False,False
ZH000685,FCARIS,False,False
ZH000818,FDONKER2,False,False
ZH001213,FDRUIVEN,False,False
ZH000873,FENGELEN,False,False
ZH000873,00003707,True,False
ZH000681,00002091,False,False
ZH000685,00003743,False,False
ZH000685,00004081,False,False
ZH001498,VKUIPER2,False,True
ZH000685,00003745,False,False
ZH000987,WKRUIJE3,False,False
ZH001458,LBATENB2,False,False
ZH001390,NWILT,False,True
SYSBH,RMANGAL,False,True
RADM,00004154,False,False
ZH001488,00004192,True,True
ZH000745,00004192,True,False
00001790,SKASHEFI,False,False
ZH001073,00004241,True,False
ZH001073,LVANDEWE,True,False
SYSBH,NDONSELA,False,True
SYSBH,IKALKHOV,False,True
ZH000067,00004333,True,True
ZH000012,JMAIDMAN,False,False
ZH000744,FFERNHOU,False,False
ZH001253,FFRAKKIN,False,False
ZH000745,FGIER,False,False
ZH000818,FGROBBEN,False,False
00003690,00001348,False,False
ZH001073,00003822,False,False
ZH000681,00003588,False,False
ZH000853,BDREVES,False,False
ZH001072,RBAAT,False,False
ZH001067,00003717,False,False
ZH001064,00003717,False,True
ZH001390,00001749,False,True
00000796,LLANSAA2,False,False
ZH001073,SESHUIS,True,False
ZH000818,FHOFFSC2,False,False
ZH001073,00004030,True,False
00000125,GTIMMERS,True,False
ZH000843,ASMOK,True,False
ZH001073,CKORTLEV,True,False
ZH001504,00004037,True,False
ZH001382,MSWARTJE,False,False
CS000001,SBOUDKHI,False,False
ZH000681,00002092,False,False
ZH000873,FHOLLAN3,False,False
00001790,00004379,False,False
00000413,00003448,False,True
ZH001073,00004239,True,False
ZH001073,00004240,True,False
ZH000985,00004256,False,False
ZH000968,EBROM,False,False
SYSBH+,00003848,False,True
ZH001073,MHUIJBOO,True,False
ZH001349,ILEEUWE4,False,False
BAPAGE,AGROOT13,False,False
00001453,00004379,False,False
ZH000730,FHOUTZAG,False,False
SYSBH+,00004379,False,False
ZH000683,FJACOBS5,False,False
ZH000843,FJONG10,False,False
ZH000683,FJONGE,False,False
ZH000685,FKEULEN,False,False
ZH000744,FKLOOST2,False,False
ZH000685,FKORT6,False,False
ZH000843,FKROON,False,False
ZH000745,FLANTING,False,False
ZH001064,00003684,True,True
ZH001504,00003763,False,False
ZH000789,00003658,True,False
ZH001072,FLEEUWE4,False,False
ZH000672,FLINGG2,False,False
ZH000782,FMETHORS,False,False
ZH001072,RHUIJSMA,False,False
ZH000681,NBEKKUM,False,False
SYSBH,HVLEEMS2,False,True
SYSBH,IHAZEKAM,False,True
SYSBH,AROELFS2,False,True
ZH000873,00003946,True,False
ZH000783,00001570,False,False
ZH000683,NEDELMA3,False,False
00000516,GSPIES,False,True
ZH000683,YLAHEIJ,False,False
ZH000645,00004249,True,False
ZH001031,00004149,False,False
ZH001409,00004268,False,True
ZH001460,00004323,False,False
ZH000730,00004066,False,False
00000532,00004399,False,False
00001790,00004399,False,False
00001453,00004399,False,False
SYSBH+,00004399,False,False
ZH000873,FMULLER2,False,False
ZH000818,FNOORDAM,False,False
ZH000782,FPOOT,False,False
ZH000782,FSCHOORM,False,False
ZH000758,FSJOERDS,False,False
ZH001073,00003710,True,False
00001503,00003764,True,False
ZH000608,FKARLIDA,False,False
ZH000681,00003833,True,False
ZH000672,00003833,True,False
ZH001504,00003711,False,False
APBMED,00004392,True,False
ZH001390,00000497,False,True
CS000252,00004392,True,False
ZH000608,ABLOOIS,False,False
ZH000843,WSEVENS2,False,False
00001283,00001434,False,False
ZH001108,PPEREIR2,False,False
ZH001308,PTROUWB2,False,False
ZH001425,00003970,True,False
ZH001072,00003997,False,False
00000413,LKUSTER,False,True
00000413,00003717,False,True
ZH000789,ADIJK25,False,False
ZH000685,00004103,False,False
ZH000645,00004106,True,False
ZH001308,RNIEVELS,True,False
ZH000683,00002090,False,False
ZH000818,00000497,False,False
ZH000873,00004257,True,False
ZH001904,SMIKHA,False,False
ZH000067,PREZAINE,False,True
ZH001073,00004354,True,False
APBBEH,00004392,True,False
ZH000989,00004392,True,False
ZH001895,00004392,True,False
ZH000243,00004392,True,False
ZH000991,00004392,True,False
ZH001108,MTOMASS1,False,False
ZH000012,00004392,True,False
BAPMED,00004392,True,False
ZH000608,00004392,True,False
APBOVZ,00004392,True,True
SYSBH,00004392,True,True
BAPRLS,00004392,True,True
ZH001874,00004394,True,False
ZH001099,00004394,True,False
ZH001898,00004394,True,False
ZH000608,00004394,True,False
ZH000986,GBRUIJN,False,False
ZH000987,GBRUIJN,False,False
00000125,DLAMBOO2,False,False
APBSTE,00000347,False,False
ZH001308,EHAZENDO,False,False
ZH000745,GBRUIJN2,False,False
ZH001308,MRHEENEN,False,False
ZH000645,00003750,True,False
ZH000730,GDABBASH,False,False
ZH000853,GSTRUBBE,False,False
ZH000853,JFREUND,False,False
ZH000853,ASNEL2,False,False
ZH000853,JWESTING,False,False
SYSBH+,00003830,False,True
ZH001510,00003858,True,False
ZH001390,00000440,False,True
ZH000991,00004054,True,False
ZH000989,00004054,True,False
ZH000608,00004054,True,False
SYSBH,00004054,True,True
ZH001895,00004054,True,False
CS+,CSRFB,False,False
ZH000681,00002089,False,False
ZH000681,00003988,False,False
ZH000681,00003987,False,False
00000306,ADIJK25,False,False
ZH001099,SVOS8,False,False
ZH000608,SVOS8,False,False
ZH000672,00002219,False,False
ZH000873,00000501,False,False
ZH000745,00004191,True,False
ZH000744,00004191,True,False
ZH001073,00004195,True,False
ZH001073,00004196,True,False
ZH001073,00004197,True,False
ZH000746,PBLOMMES,False,False
ZH000645,EGROENLA,False,False
ZH000758,00000489,False,False
ACCBEH,00004251,False,False
APBFUN,00004251,False,False
BAPAGE,00004251,False,False
BAPEPD,00004251,False,False
BAPDOC,00004251,False,False
ZH000399,00004251,False,False
ZH000012,00004251,False,False
ZH000985,00004251,False,False
SYSBH,00004251,False,True
00000025,00004251,False,False
00003192,00004262,False,False
SYSBH+,00004262,False,True
ZH001506,00004260,False,False
ZH001513,00004263,True,False
ZH000609,00004270,True,False
00004294,GBROUWE2,False,False
ZH001064,RKORTENH,False,True
CS+,CSRL,False,False
CS+,CSRIBL,False,False
CS+,CSROBU,False,False
CS+,CSROXMO,False,False
CS+,CSROEG,False,False
CS+,CSROTE,False,False
CS+,CSRSCH,False,False
CS+,CSROVDK,False,False
CS+,CSSABBU,False,False
CS+,CSRUBA,False,False
CS+,CSSAVE,False,False
CS+,CSSABRI,False,False
CS+,CSSAVO,False,False
CS+,CSSDG,False,False
CS+,CSSDV,False,False
CS+,CSSERO,False,False
CS+,CSSOFE,False,False
ZH000843,GDANKERS,False,False
CS+,CSSOWI,False,False
CS+,CSKEWI,False,False
CS+,CSLIDU,False,False
CS+,CSLT,False,False
CS+,CSMAKLO,False,False
CS+,CSMARRO,False,False
ZH000685,GDEELEN2,False,False
CS+,CSME,False,False
CS+,CSMME,False,False
CS+,CSMWR,False,False
CS+,CSNOGE,False,False
CS+,CSPADR,False,False
CS+,CSQUSPI,False,False
CS+,CSRESA,False,False
ZH000783,GDENZEL,False,False
CS+,CSRIVER,False,False
CS+,CSRS,False,False
CS+,CSSEHY,False,False
CS+,CSSEBO,False,False
CS+,CSSHNO,False,False
CS+,CSSEOZ,False,False
CS+,CSSJBE,False,False
CS+,CSSJRI,False,False
CS+,CSSHRA,False,False
CS+,CSSOPBO,False,False
CS+,CSSTLI,False,False
CS+,CSSRP,False,False
CS+,CSSOVR,False,False
CS+,CSSUWE,False,False
ZH001099,GDERKSE2,False,False
CS+,CSSTVE,False,False
CS+,CSSUVKE,False,False
CS+,CSTEGR,False,False
CS+,CSTHKOE,False,False
CS+,CSTG,False,False
CS+,CSTHRA,False,False
CS+,CSTICL,False,False
CS+,CSTHAM,False,False
CS+,CSTHST,False,False
CS+,CSTIPR,False,False
CS+,CSREDR,False,False
CS+,CSLVRIJ,False,False
CS+,CSMARO,False,False
CS+,CSMEBL,False,False
CS+,CSMIZI,False,False
ZH000614,GDERKSE2,False,False
CS+,CSMVDK,False,False
CS+,CSNOJO,False,False
CS+,CSPAST,False,False
CS+,CSREUS,False,False
CS+,CSROSRO,False,False
ZH000608,GDERKSE2,False,False
CS+,CSSD,False,False
CS+,CSSR,False,False
CS+,CSTHVER,False,False
CS+,CSVAMA,False,False
CS+,CSUYCH,False,False
CS+,CSVH,False,False
ZH000685,FYALAHOW,False,False
00000796,RBOER2,False,False
00001453,ATHORNE,False,False
ZH001488,00003739,True,True
ZH000745,00003739,True,False
ZH001498,APLAT,False,True
ZH001099,GBARTEN,False,False
ZH000685,00003780,False,False
ZH000685,MNEGOJE2,False,False
ZH000685,00003821,False,False
ZH001509,00003841,True,False
00000683,00003853,True,False
ZH000609,00003857,False,False
ZH000608,00003857,False,False
ZH000745,00003862,True,False
ZH001488,00003862,True,True
ZH001067,ZH001190,False,False
ZH001064,ZH001190,False,True
ZH000645,00003897,True,False
ZH000645,00003967,True,False
ZH000012,SFESKENS,False,False
BAPMED,SFESKENS,False,False
ZH000608,GBARTEN,False,False
BAPPD,SFESKENS,False,False
00000796,MSCHRIJB,False,False
ZH000984,00003999,False,False
ZH000985,00003999,False,False
ZH000986,00003999,False,False
ZH000987,00003999,False,False
ZH001421,00004034,True,False
ZH000873,00004075,True,False
ZH000683,00002083,False,False
ZH000685,00004097,True,False
00000226,00004133,False,False
00003194,00004133,False,False
SYSBH+,00004133,False,True
ZH000873,00000466,False,False
KVCTG,00004141,True,False
ZH000645,00004158,True,False
ZH000645,FKIRKELS,False,False
ZH000788,SSASO,False,False
ZH001253,GJONG,False,False
ZH000745,00004189,True,False
ZH001509,00004230,True,False
ZH000683,BHULST4,False,False
ZH000683,MDIJK37,False,False
ZH000683,MMEIJ,False,False
ZH000683,AKUCKELK,False,False
ZH000783,KBRUIN3,False,False
ZH000873,ZYANG2,False,False
ZH000683,IBADE2,False,False
ZH000645,00004378,True,False
CS+,CSVIBA,False,False
CS+,CSWEGR,False,False
CS+,CSWANO,False,False
CS+,CSVIPL,False,False
CS+,CSWIKR,False,False
CS+,CSWOVC,False,False
CS+,CSYAMA,False,False
CS+,CSYACH,False,False
CS+,CSWODG,False,False
CS+,CSYVTE,False,False
CS+,CSYASI,False,False
CS+,CSZOJE,False,False
CS+,CSMEHA,False,False
CS+,CSMAVNO,False,False
CS+,CSMEMAR,False,False
CS+,CSMEZW,False,False
CS+,CSMIA,False,False
CS+,CSMISE,False,False
CS+,CSMIIS,False,False
CS+,CSMKR,False,False
CS+,CSMOKA,False,False
ZH000783,GBIELDER,False,False
CS+,CSNABEA,False,False
CS+,CSMVDL2,False,False
CS+,CSMVDL,False,False
CS+,CSMZW,False,False
CS+,CSNIBIJ,False,False
CS+,CSNIRU,False,False
CS+,CSNIVE,False,False
CS+,CSNOMR,False,False
CS+,CSOEVO,False,False
ZH000685,GBLOEME2,False,False
CS+,CSNOMA,False,False
CS+,CSPAHU,False,False
CS+,CSPA,False,False
CS+,CSPEJO,False,False
CS+,CSPAUVO,False,False
CS+,CSPELA,False,False
CS+,CSRARO,False,False
CS+,CSREBRA,False,False
CS+,CSRETI,False,False
CS+,CSREPRE,False,False
CS+,CSREGRO,False,False
CS+,CSRISU,False,False
CS+,CSREPR,False,False
CS+,CSRJR,False,False
CS+,CSROHER,False,False
