ConfiguredWorkContextId,SegmentId,Disabled
CS00008825,CS00000040,False
CS00008825,CS00000103,False
CS00008825,CS00000041,False
CS00008825,CS00000043,False
CS00008826,CS00000024,False
CS00008827,FYS,False
CS00008827,LOG,False
CS00008827,KAA,False
CS00008827,OOG,False
CS00008827,TAN,False
CS00008828,CS00000021,False
CS00008829,ERG,False
CS00008829,FYS,False
CS00008829,POD,False
CS00008829,OOG,False
CS00008830,CS0083,False
CS00008830,CS0084,False
CS00008830,CS0085,False
CS00008830,CS0086,False
CS00008830,CS0088,False
CS00008830,CS0089,False
CS00008830,CS0091,False
CS00008830,CSA008,False
CS00008830,CSA033,False
CS00008830,CSA034,False
CS00008830,CSA038,False
CS00008831,CS0083,False
CS00008831,CS0084,False
CS00008831,CS0087,False
CS00008831,CS0085,False
CS00008831,CS0088,False
CS00008831,CS0090,False
CS00008831,CSA008,False
CS00008831,CSA015,False
CS00008831,CSA035,False
CS00008831,CSA034,False
CS00008831,CSA039,False
CS00008832,CS0083,True
CS00008832,CS0085,True
CS00008832,CS0086,True
CS00008832,CS0087,True
CS00008832,CS0089,True
CS00008832,CS0091,True
CS00008832,CSA008,True
CS00008832,CSA033,True
CS00008832,CSA039,True
CS00008832,CSA035,True
CS00008832,CSA038,True
CS00008833,CS0084,False
CS00008833,CS0086,False
CS00008833,CS0085,False
CS00008833,CS0089,False
CS00008833,CS0091,False
CS00008833,CSA008,False
CS00008833,CSA015,False
CS00008833,CSA038,False
CS00008833,CSA034,False
CS00008833,CSA035,False
CS00008834,CS0084,False
CS00008834,CS0083,False
CS00008834,CS0085,False
CS00008834,CS0088,False
CS00008834,CS0089,False
CS00008834,CS0091,False
CS00008834,CSA008,False
CS00008834,CSA015,False
CS00008834,CSA034,False
CS00008834,CSA038,False
CS00008834,CSA039,False
CS00008835,CS0083,False
CS00008835,CS0085,False
CS00008835,CS0087,False
CS00008835,CS0088,False
CS00008835,CS0091,False
CS00008835,CS0090,False
CS00008835,CSA033,False
CS00008835,CSA008,False
CS00008835,CSA034,False
CS00008835,CSA035,False
CS00008836,CS0084,False
CS00008836,CS0083,False
CS00008836,CS0085,False
CS00008836,CS0088,False
CS00008836,CS0089,False
CS00008617,CS00000009,False
CS00008836,CS0091,False
CS00008836,CS0090,False
CS00008836,CSA008,False
CS00008836,CSA034,False
CS00008836,CSA039,False
CS00008837,DIE,False
CS00008837,ERG,False
CS00008837,KAA,False
CS00008837,OOG,False
CS00008837,POD,False
CS00008837,PSO,False
CS00008838,CS00000091,False
CS00008838,CS00000115,False
CS00008841,CS00000019,False
CS00008842,CS00000050,False
CS00008844,CSA017,True
CS00008845,CS00000138,False
CS00008846,CS00000037,False
CS00008848,CS00000214,False
CS00008849,CS00000017,False
CS00008850,CS00000030,False
CS00008851,RTHBEH,False
CS00008779,Orthopedie,False
CS00008853,CS00000002,False
CS00008853,CS00000022,False
CS00008855,PLA,False
CS00008856,PLA,False
CS00008858,DBIR2,False
CS00008858,DBIR,True
CS00008858,KIN,False
CS00008858,LROI,False
CS00008858,PLA,False
CS00008860,CSA031,True
CS00008860,CSA017,True
CS00008861,CSA031,True
CS00008862,CSA017,True
CS00008862,CSA004,True
CS00008863,PLA,False
CS00008864,CSA004,True
CS00008864,CSA017,True
CS00008865,CSA017,True
CS00008866,CSA017,True
CS00008866,CSA031,True
CS00008867,GIPS,False
CS00008868,CS00000127,False
CS00008869,CS00000067,False
CS00008871,CS00000077,False
CS00008873,POD,False
CS00008874,SPEPOD,False
CS00008880,CSA067,False
CS00008878,CSA067,False
CS00008881,CSA067,False
CS00008883,POD,False
CS00008884,CS00000128,False
CS00008885,CS00000069,False
CS00008886,CSA039,True
CS00008887,PSO,False
CS00008888,PSO,False
CS00008890,CS00000027,False
CS00008891,SPESPO,False
CS00008894,CS00000019,False
CS00008893,ACCES00001,False
CS00008895,ONCREV,False
CS00008895,PSO,False
CS00008895,PSOD,False
CS00008896,CSA043,True
CS00008897,CSA043,True
CS00008899,CSA043,True
CS00008899,CSA039,True
CS00008900,CSA043,True
CS00008902,CSA039,True
CS00008902,CSA043,True
CS00008903,CSA039,True
CS00008903,CSA043,True
CS00008906,PSO,False
CS00008908,ACCES00006,False
CS00008910,CS00000065,False
CS00008911,CS00000065,False
CS00008917,CS00000152,False
CS00008914,PSO,False
CS00008915,CS00000068,True
CS00008916,CSA018,True
CS00008918,CS00000028,False
CS00008921,PSY,False
CS00008922,CS00000108,False
CS00008925,PSY,False
CS00008926,ACCES00007,False
CS00008928,CS00000019,False
CS00008929,PSY,False
CS00008929,PSYD,False
CS00008930,CS00000111,False
CS00008931,CSA018,True
CS00008933,CSA018,True
CS00008936,CSA018,True
CS00008940,PSY,False
CS00008941,PSY,False
CS00008943,ACCES00007,False
CS00008942,ACCES00007,False
CS00008944,CS00000028,False
CS00008945,CS00000028,False
CS00008946,PSY,False
CS00008948,PSY,False
CS00008950,CS00000059,False
CS00008954,CS00000127,False
CS00008953,CS00000146,False
CS00008956,CS00000205,True
CS00008957,CS00000135,False
CS00008958,RA,False
CS00008959,ANE,False
CS00008959,PYN,False
CS00008960,CS00000088,False
CS00008961,CS00000032,False
CS00008965,NM,False
CS00008963,PYN,False
CS00008965,PYN,False
CS00008966,CS00000019,False
CS00008965,ZPPYN,False
CS00008966,CS00000132,False
CS00008967,CSA093,True
CS00008968,CSA093,True
CS00008970,CSA093,True
CS00008798,CSA004,True
CS00008798,CSA016,True
CS00008801,CS00000207,False
CS00008804,CS00001423,False
CS00008805,PAL,False
CS00008806,PAL,False
CS00008812,CSA037,True
CS00008814,CSA037,False
CS00008815,CSA007,False
CS00008815,CSA037,False
CS00008819,CS0087,False
CS00008819,CS0091,False
CS00008819,CSA008,False
CS00008819,CSA035,False
CS00008820,CS00000059,False
CS00008820,CS00000068,False
CS00008821,ERG,False
CS00008821,POD,False
CS00008824,KAA,False
CS00008824,LOG,False
CS00008824,PSO,False
CS00008825,CS00000022,False
CS00008825,CS00000114,False
CS00008825,CS00000121,False
CS00008827,DIE,False
CS00008827,PSO,False
CS00008829,DIE,False
CS00008829,LOG,False
CS00008829,PSO,False
CS00008830,CS0087,False
CS00008830,CS0090,False
CS00008830,CSA015,False
CS00008830,CSA035,False
CS00008831,CS0086,False
CS00008831,CS0089,False
CS00008831,CS0091,False
CS00008831,CSA033,False
CS00008832,CS0084,True
CS00008832,CS0088,True
CS00008832,CS0090,True
CS00008832,CSA015,True
CS00008833,CS0083,False
CS00008833,CS0087,False
CS00008833,CS0088,False
CS00008833,CS0090,False
CS00008833,CSA039,False
CS00008834,CS0086,False
CS00008834,CS0087,False
CS00008834,CS0090,False
CS00008834,CSA035,False
CS00008835,CS0084,False
CS00008835,CS0086,False
CS00008835,CS0089,False
CS00008835,CSA039,False
CS00008835,CSA038,False
CS00008836,CS0086,False
CS00008836,CS0087,False
CS00008836,CSA035,False
CS00008836,CSA038,False
CS00008837,FYS,False
CS00008837,LOG,False
CS00008839,REV,False
CS00008840,CS00000133,False
CS00008843,CS00000066,True
CS00008847,PLA,False
CS00008852,CS00000087,False
CS00008852,CS00000017,False
CS00008854,SPEPLA,False
CS00008857,CS00000018,False
CS00008858,RTHBEH,False
CS00008860,CSA004,True
CS00008861,CSA017,True
CS00008862,CSA031,True
CS00008865,CSA004,True
CS00008866,CSA004,True
CS00008867,PLA,False
CS00008870,CSA067,False
CS00008876,POD,False
CS00008877,CSA067,False
CS00008882,CSA067,False
CS00008886,CSA043,True
CS00008889,CS00000022,False
CS00008889,CS00000121,False
CS00008893,ACCES00006,False
CS00008896,CSA039,True
CS00008897,CSA039,True
CS00008898,CSA043,True
CS00008901,PSO,True
CS00008904,PSO,False
CS00008907,PSO,False
CS00008909,ACCES00006,False
CS00008913,PSO,False
CS00008919,PSY,False
CS00008922,CS00000021,False
CS00008923,CS00000026,False
CS00008927,PSY,False
CS00008932,CSA018,True
CS00008934,CSA018,True
CS00008937,CSA018,True
CS00008939,CS00000130,False
CS00008947,PSY,False
CS00008950,CS00000027,False
CS00008951,CS00000065,True
CS00008955,PYN,False
CS00008960,CS00000027,False
CS00008962,SPEPYN,False
CS00008963,ANE,False
CS00008965,OKVANE,False
CS00008971,CSA093,True
CS00008973,PYN,False
CS00008972,CSA093,True
CS00008975,CS00000042,False
CS00008983,CS00000029,False
CS00008981,CS00000209,False
CS00008984,REU,False
CS00008985,CS00000008,False
CS00008987,SPEREU,False
CS00008992,CS00000016,False
CS00008993,CSA019,True
CS00008994,CSA019,True
CS00008995,CSA019,True
CS00008999,CSA019,True
CS00009005,CS00000030,False
CS00009005,CS00000059,False
CS00008824,POD,False
CS00008827,ERG,False
CS00008829,TAN,False
CS00008830,CSA039,False
CS00008831,CSA038,False
CS00008832,CSA034,True
CS00008833,CSA033,False
CS00008834,CSA033,False
CS00008835,CSA015,False
CS00008836,CSA015,False
CS00008838,CS00000082,False
CS00008850,CS00000031,False
CS00008859,CS00000112,False
CS00008865,CSA031,True
CS00008879,CSA067,True
CS00008892,PSO,False
CS00008900,CSA039,True
CS00008912,PSO,False
CS00008924,SPEPSY,False
CS00008938,PSY,False
CS00008952,CSA093,True
CS00008964,CS00000025,False
CS00008975,CS00000043,False
CS00008986,CS00000013,False
CS00008997,CSA019,True
CS00009006,DIE,False
CS00009005,CS00000075,False
CS00009006,LOG,False
CS00009007,CS00000262,False
CS00009009,SPEREV,False
CS00009008,ONCREV,False
CS00009010,DIE,False
CS00009010,LOG,False
CS00009012,CS00000021,False
CS00009013,LOG,False
CS00009013,OKVREV,False
CS00009013,PARA,False
CS00009014,CS0127,True
CS00009014,CSA034,True
CS00009015,CSA034,True
CS00009015,CSA035,True
CS00009015,CSA038,True
CS00009016,CSA020,True
CS00009016,CSA035,True
CS00009018,CSA034,True
CS00009018,CSA035,True
CS00009018,CSA038,True
CS00009019,CSA020,True
CS00009019,CSA035,True
CS00009020,CSA035,True
CS00009020,CSA038,True
CS00009020,CSA064,True
CS00008872,POD,False
CS00009021,FYS,False
CS00009021,REV,False
CS00009024,CSA071,True
CS00009022,CS00000135,False
CS00009023,CS00000071,True
CS00009025,CS00000169,False
CS00009025,CS00000174,False
CS00009025,CS00000179,False
CS00009027,MAM,True
CS00009027,RTH,False
CS00009029,CS00000832,False
CS00009031,CS00000024,False
CS00009032,RTHAFW,False
CS00009032,RTHBEH,False
CS00009032,RTHEIND,False
CS00009032,RTHPLNAPR,False
CS00009032,RTHSTR,False
CS00009034,CS00000028,False
CS00009033,CS00000023,False
CS00009037,RTH,False
CS00009036,RTH,False
CS00009038,DLCA-L,False
CS00009038,SCORE,False
CS00009038,STERIEL,False
CS00009040,CSA071,True
CS00009039,CS00000144,False
CS00009045,CSA071,True
CS00009048,CS00000208,True
CS00009050,CS0101,False
CS00009053,GYN,False
CS00009051,CS00000013,False
CS00009056,SPESEK,False
CS00009062,CS0101,False
CS00009064,CS0101,False
CS00009066,CS0101,False
CS00009067,GYN,False
CS00009073,CS00004561,True
CS00009075,SEKSUOLOGI,False
CS00009077,CS00000028,False
CS00009078,CS00000065,False
CS00009079,CS00000075,True
CS00009085,CS00000015,False
CS00009088,CS00000030,False
CS00009090,SPO,False
CS00009091,CS00000032,False
CS00009094,CSA064,True
CS00009099,CSA064,True
CS00009104,CS00000060,False
CS00009105,TAN,False
CS00009106,CS00000098,False
CS00009108,CS00000091,False
CS00009111,KAA,False
CS00009115,CS0097,True
CS00009118,CS0097,True
CS00009119,CS0097,True
CS00009117,TAN,False
CS00009124,CS00000079,True
CS00009131,CS00000022,False
CS00009129,URO,False
CS00009130,CS00000197,False
CS00009132,CS00000007,False
CS00009135,CS00000002,False
CS00009141,KIN,False
CS00009140,CS00000023,False
CS00009141,OKVURO,False
CS00009141,URO,False
CS00009143,CSA021,True
CS00009146,CSA021,True
CS00009146,CSA004,True
CS00008836,CSA033,False
CS00008838,CS00000092,False
CS00008851,PLA,False
CS00008858,OKVPLA,False
CS00008864,CSA031,True
CS00008875,POD,False
CS00008888,ONCREV,False
CS00008898,CSA039,True
CS00008905,CS00000129,False
CS00008920,CS00000018,False
CS00008935,PSY,False
CS00008949,CS00000230,False
CS00008959,VPO,False
CS00008969,CSA093,True
CS00008982,CS00000019,False
CS00008991,REUVPK,False
CS00009005,CS00000011,False
CS00009008,FYS,False
CS00009013,ERG,False
CS00009015,CSA033,True
CS00009018,CSA033,True
CS00009020,CSA034,True
CS00009022,CS00000133,False
CS00009025,CS00000178,False
CS00009032,PROCPERS,False
CS00009032,TREATVB,False
CS00009038,RTP,False
CS00009048,CS00000134,False
CS00009061,CS0101,False
CS00009074,CS00005087,True
CS00009087,CS00000092,True
CS00009101,CS00000135,False
CS00009111,TAN,False
CS00009125,CS0103,True
CS00009135,CS00000020,False
CS00009143,CSA004,True
CS00009147,CS0103,True
CS00009148,URO,False
CS00009150,CSA004,True
CS00009150,CS0103,True
CS00009154,ACCES00008,False
CS00009155,CS00005087,True
CS00009156,CS00005087,True
CS00009158,VAAT,True
CS00009160,CS00000006,False
CS00009161,SPEVAA,False
CS00009165,CSA073,True
CS00009167,CSA073,True
CS00009166,CSA073,True
CS00009170,APS,False
CS00009170,BEHANDELIN,False
CS00009170,BRIEF,False
CS00009170,FUN,False
CS00009170,FUNCTIE,False
CS00009170,MDO,False
CS00009170,PATH,False
CS00009170,VLIJN,False
CS00009171,CS00000218,False
CS00009173,AN,False
CS00009173,ALLERGIE,False
CS00009173,ANE,False
CS00009173,BAS,False
CS00009173,COMPLICATI,False
CS00009173,DT00000001,False
CS00009173,ENDOLON,False
CS00009173,GEC,False
CS00009173,GYN,False
CS00009173,KAA,False
CS00009173,LABKCL,False
CS00009173,LIJNEN,False
CS00009173,MDO,False
CS00009173,NEF,False
CS00009173,NUC,False
CS00009173,ONC,False
CS00009173,ORT,False
CS00009173,PLA,False
CS00009173,REUUMC,False
CS00009173,SEHARTS,False
CS00009173,SPO,False
CS00009174,CS00000143,False
CS00009175,CS00000002,False
CS00009178,ACCES00001,False
CS00009181,CS00000018,False
CS00009183,SEHTRIA,False
CS00009184,DT00000011,False
CS00009186,SEHARTS,False
CS00009187,CS00000185,False
CS00009190,CS00000103,False
CS00009192,CS00000016,False
CS00009194,AFS,False
CS00009193,SEH,False
CS00009194,CS00000015,False
CS00009194,CSMMBK,False
CS00009194,HEMBEH,False
CS00009194,MDO,False
CS00009194,LAS,False
CS00009194,NAZORGOVER,False
CS00009194,SEHBES,False
CS00009194,SEH,False
CS00009194,SEHLAB,False
CS00009194,VPC,False
CS00009194,VPO,False
CS00009194,ZCO,False
CS00009196,CS00000104,False
CS00009197,BU,False
CS00009199,KMH,False
CS00009201,BWC,False
CS00009201,BWC ARTS,False
CS00009201,HEMBEH,False
CS00009201,INFPRVZKH,False
CS00009201,LIJN PDMS,False
CS00009201,PDMS_CHECK,False
CS00009201,SEHOND,False
CS00009201,SEHTRIA,False
CS00009201,VOORL,False
CS00009202,CSA030,False
CS00009204,CSA030,True
CS00009205,CSA018,True
CS00009205,CSA043,True
CS00009205,CSA075,True
CS00009207,GGZGV,True
CS00009207,MMW,False
CS00009207,PSY,True
CS00009207,TRFWERK,True
CS00008974,CS00000131,False
CS00008979,CS00000029,False
CS00008985,CS00000111,False
CS00008991,REUUMC,False
CS00008996,REU,False
CS00009004,CS00000150,False
CS00009006,ERG,False
CS00009008,ERG,False
CS00009010,ERG,False
CS00009013,BC,False
CS00009013,ONCREV,False
CS00009014,CSA038,True
CS00009015,CSA064,True
CS00009016,CSA064,True
CS00009019,CS0127,True
CS00009019,CSA064,True
CS00009021,ERG,False
CS00009022,CS00000082,False
CS00009025,CS00000171,False
CS00009025,CS00000172,False
CS00009030,A,False
CS00009031,CS00000033,False
CS00009032,RTHPRETR,False
CS00009032,RTHPREINT,False
CS00009038,DGOA-R,False
CS00009038,DCRA-R,False
CS00009042,CSA071,True
CS00009041,CSA071,True
CS00009054,CS00000293,True
CS00009054,CS00000006,False
CS00009068,CS00000094,False
CS00009069,SEKSUOLOGI,False
CS00009081,CS00000071,False
CS00009080,CSA064,True
CS00009095,CSA064,True
CS00009093,CSA064,True
CS00009108,CS00000053,False
CS00009107,TAN,False
CS00009120,TAN,False
CS00009121,CS00000136,False
CS00009133,CYTO,False
CS00009133,URO,False
CS00009141,RTHBEH,False
CS00009143,CS0103,True
CS00009147,CSA021,True
CS00009149,CSA021,True
CS00009157,CS00000028,False
CS00009158,VAT,True
CS00009168,CS00001011,False
CS00009170,CON,False
CS00009170,PATH_K,False
CS00009171,CS00000245,False
CS00009173,CAR,False
CS00009173,CTC,False
CS00009173,KNO,False
CS00009173,LON,False
CS00009173,OPN,False
CS00009173,RAD,False
CS00009174,CS00000185,False
CS00009180,CS00000018,False
CS00009187,CS00000143,False
CS00009192,CS00000005,False
CS00009194,CSDOC,False
CS00009194,LAB,False
CS00009194,RAD,False
CS00009194,SEHPA,False
CS00009197,BA,False
CS00009198,CS00000029,False
CS00009201,LABMMB,False
CS00009201,ORDER,False
CS00009203,CSA042,True
CS00009205,CS0101,True
CS00009207,PSO,False
CS00009207,SEKSUOLOGI,False
CS00009208,GEV,False
CS00009208,GGZAZR,True
CS00009208,MMW,False
CS00009208,SEKSUOLOGI,False
CS00009208,TRFWERK,True
CS00009208,VDD,False
CS00009210,ACCES00001,False
CS00009208,ZPPAT,False
CS00009212,PSY,True
CS00009212,VDD,False
CS00009214,CS00000062,True
CS00009214,CS00000078,False
CS00009214,CS00000218,True
CS00009215,CS00000062,True
CS00009215,CS00000028,True
CS00009215,CS00000065,True
CS00009216,CS00004561,True
CS00009215,CS00000218,True
CS00009218,GEV,False
CS00009218,GGZGV,True
CS00009218,MMW,False
CS00009218,GGZLGV,True
CS00009218,PSO,True
CS00009218,SEKSUOLOGI,False
CS00009218,VDD,False
CS00009218,ZPPAT,False
CS00009219,GGZAZR,True
CS00009219,PSO,True
CS00009219,PSY,True
CS00009219,SEKSUOLOGI,False
CS00009219,TRFWERK,True
CS00009219,VDD,False
CS00009220,CS00000104,False
CS00009222,GEV,False
CS00009222,MSW,False
CS00009224,CS00000008,False
CS00009224,CS00000034,False
CS00009224,CS00001011,False
CS00009224,CS00000142,False
CS00009225,DTMDO,False
CS00009227,ALGDON,False
CS00009228,CS00000006,False
CS00009228,CS00000007,False
CS00009228,CS00000012,False
CS00009228,CS00000013,False
CS00009228,CS00000015,False
CS00009228,CS00000017,False
CS00009228,CS00000016,False
CS00008975,REU,True
CS00008976,CS00000072,True
CS00008977,CSA019,True
CS00008980,REU,False
CS00008988,REU,False
CS00008990,CS00000020,False
CS00008991,REU,False
CS00008991,VPK POL,False
CS00008998,CSA019,True
CS00009002,CS00000073,True
CS00009001,CS00000132,False
CS00009005,CS00000027,False
CS00009006,FYS,False
CS00009006,SPO,False
CS00009008,DIE,False
CS00009008,LOG,False
CS00009010,FYS,False
CS00009010,SPO,False
CS00009013,DIA,False
CS00009013,DIE,False
CS00009013,REV,False
CS00009014,CSA035,True
CS00009014,CSA064,True
CS00009015,CS0127,True
CS00009016,CS0127,True
CS00009016,CSA038,True
CS00009017,REV,False
CS00009018,CS0127,True
CS00009018,CSA064,True
CS00009019,CSA038,True
CS00009020,CS0127,True
CS00009020,CSA020,True
CS00009021,DIE,False
CS00009021,SPO,False
CS00009022,CS00000092,False
CS00009022,CS00000091,False
CS00009025,CS00000167,False
CS00009025,CS00000173,False
CS00009025,CS00000176,False
CS00009025,CS00000175,False
CS00009028,CS00000279,False
CS00009032,PRCTREAT,False
CS00009032,PROCINT,False
CS00009032,PROCBEEL,False
CS00009032,RTHDEE,False
CS00009032,RTHSUPER,False
CS00009032,RTHVOO,False
CS00009032,RTHTRIAL,False
CS00009033,CS00000104,False
CS00009038,DLCA-S,False
CS00009038,RTHARTS,False
CS00009038,RTHBEH,False
CS00009038,RTPCHECK,False
CS00009043,RTH,False
CS00009046,CSA071,True
CS00009047,MAM,False
CS00009049,CS00000074,False
CS00009055,GYN,False
CS00009057,GYN,False
CS00009059,CS00000006,False
CS00009063,CS0101,True
CS00009070,SEKSUOLOGI,False
CS00009071,ACCES00008,False
CS00009073,CS00005087,True
CS00009076,SEKSUOLOGI,False
CS00009082,SPO,False
CS00009083,CS00000204,False
CS00009086,SPO,False
CS00009089,SPESPO,False
CS00009096,SPO,False
CS00009098,CSA064,True
CS00009100,SPO,False
CS00009103,CS0097,True
CS00009109,SPETAN,False
CS00009111,OKVTAN,False
CS00009112,C,True
CS00009114,CS0097,True
CS00009123,CS00000010,False
CS00009123,CS00000052,False
CS00009127,CS00000031,False
CS00009125,CSA021,True
CS00009133,RTHBEH,False
CS00009134,CS00000094,False
CS00009136,SPEURO,False
CS00009138,ACCES00008,False
CS00009141,ONC,False
CS00009142,CS00000011,False
CS00009144,URO,True
CS00009145,CSA021,True
CS00009147,CSA004,True
CS00009149,CSA004,True
CS00009150,CSA021,True
CS00009153,ACCES00008,False
CS00009158,CS00000008,False
CS00009158,FUNC,True
CS00009159,CS00000200,False
CS00009164,CSA073,True
CS00009168,CS00000034,False
CS00009169,CS00000136,False
CS00009169,DT00000011,False
CS00009170,ENDOSC,False
CS00009170,OPN,False
CS00009170,PAR,False
CS00009170,PATH_P,False
CS00009173,ALGSPE,False
CS00009173,AO,False
CS00009173,BLDTRAN,False
CS00009173,CON,False
CS00009173,ENDOS,False
CS00009173,GER,False
CS00009173,KIN,False
CS00009173,LIJN PDMS,False
CS00009173,NCH,False
CS00009173,NEU,False
CS00009173,OOG,False
CS00009173,OUGK,False
CS00009173,REV,False
CS00009173,URO,False
CS00009173,VVO,False
CS00009176,CS00000220,False
CS00009182,SEHTRIA,False
CS00009185,CS00000218,False
CS00009185,CS00000245,False
CS00009189,CS00000144,False
CS00008976,CS00000027,True
CS00008978,CS00000140,False
CS00008989,REU,False
CS00008991,REUSCO,False
CS00009000,REU,False
CS00009003,CSA020,True
CS00009006,REV,False
CS00009008,BC,False
CS00009010,REV,False
CS00009011,REV,False
CS00009014,CSA020,True
CS00009014,CSA033,True
CS00009016,CSA033,True
CS00009016,CSA034,True
CS00009019,CSA033,True
CS00009019,CSA034,True
CS00009021,GIPS,False
CS00009021,LOG,False
CS00009025,CS00000002,False
CS00009025,CS00000170,False
CS00009028,CS00000251,True
CS00009029,CS00000887,False
CS00009032,RTHEINDBEH,False
CS00009032,RTHSUP,False
CS00009035,CS00000123,True
CS00009038,DLCA-R,False
CS00009038,ZORGPAD,False
CS00009044,CSA071,True
CS00009052,CS00000028,False
CS00009058,ACCES00008,False
CS00009065,CS0101,False
CS00009072,ACCES00008,False
CS00009078,CS00000026,False
CS00009084,CS00000239,False
CS00009092,SPO,False
CS00009097,CSA064,True
CS00009106,CS00000294,False
CS00009110,TAN,False
CS00009116,CS0097,True
CS00009122,SPETXC,False
CS00009128,CS00000028,False
CS00009134,CS00000015,False
CS00009139,URO,False
CS00009141,UROBLAAS,False
CS00009146,CS0103,True
CS00009149,CS0103,True
CS00009151,URO,False
CS00009158,CS00000036,False
CS00009163,CSA073,True
CS00009168,CS00000142,True
CS00009170,DTMDO,False
CS00009170,MMB,False
CS00009172,C,False
CS00009173,BAR,False
CS00009173,ENDO,False
CS00009173,INT,False
CS00009173,LO,False
CS00009173,OBS,False
CS00009173,PATH,False
CS00009173,VAA,False
CS00009177,CS00000144,False
CS00009185,CS00000285,False
CS00009188,CS00000002,False
CS00009192,CS00000116,False
CS00009194,BAS,False
CS00009194,BLDTRAN,False
CS00009194,BLDTRANVPK,False
CS00009194,CSMMBP,False
CS00009194,INFPRV,False
CS00009194,LAP,False
CS00009194,NUC,False
CS00009194,OPN,False
CS00009194,POS2,False
CS00009194,SEHINT,False
CS00009194,SEHMMB,False
CS00009194,VAM,False
CS00009194,VRI,False
CS00009194,ZPF,False
CS00009195,CS00000271,False
CS00009197,C,False
CS00009200,KMH,False
CS00009201,ANTBELEID,False
CS00009201,FUN,False
CS00009201,HEMBSEC,False
CS00009201,INFPRV,False
CS00009201,NUC,False
CS00009201,RAD,False
CS00009201,SEH,False
CS00009201,ZPF,False
CS00009201,ZCO,False
CS00009201,TOP,False
CS00009203,CSA018,True
CS00009205,CSA039,True
CS00009206,CSA030,False
CS00009207,GEV,False
CS00009207,GGZ,True
CS00009207,GGZAZR,True
CS00009207,GGZLGV,True
CS00009207,VDD,False
CS00009208,GGZ,True
CS00009208,GGZGV,True
CS00009208,GGZLGV,True
CS00009208,PSO,False
CS00009208,PSY,True
CS00009209,ACCES00001,False
CS00009213,VDD,False
CS00009213,PSY,True
CS00009214,CS00000028,True
CS00009214,CS00000065,True
CS00009214,CS00000064,True
CS00009215,CS00000064,True
CS00009217,CS00004561,True
CS00009216,CS00005087,True
CS00009218,GGZAZR,True
CS00009218,GGZ,True
CS00009217,CS00005087,True
CS00009218,PSY,True
CS00009219,GGZ,True
CS00009219,GGZLGV,True
CS00009219,GGZGV,True
CS00009219,GEV,False
CS00009219,MMW,False
CS00009219,ZPPAT,False
CS00009222,GGZ,False
CS00009222,PSO,False
CS00009223,CS00000245,False
CS00009008,REV,False
CS00009013,FYS,False
CS00009015,CSA020,True
CS00009018,CSA020,True
CS00009020,CSA033,True
CS00009022,CS00000115,False
CS00009025,CS00000177,False
CS00009032,RTH,False
CS00009032,ZPD,False
CS00009038,RTHONC,False
CS00009047,RTH,False
CS00009060,SEKSUOLOGI,False
CS00009074,CS00004561,True
CS00009087,CS00000025,False
CS00009102,CS00000031,True
CS00009113,CS0097,True
CS00009126,CS00000141,False
CS00009137,URO,False
CS00009145,CS0103,True
CS00009152,CS00000138,False
CS00009162,CSA073,True
CS00009170,CSOK,False
CS00009171,CS00000285,False
CS00009173,DER,False
CS00009173,MDL,False
CS00009173,REU,False
CS00009179,ACCES00001,False
CS00009191,CSA030,True
CS00009194,LAK,False
CS00009194,SEHRON,False
CS00009201,ALG,False
CS00009201,SCORE,False
CS00009205,CSA042,True
CS00009207,ZPPAT,False
CS00009211,SEH,False
CS00009215,CS00000078,False
CS00009218,TRFWERK,True
CS00009221,CS00000028,False
CS00009222,VDD,False
CS00009222,PSY,False
CS00009226,CS00000225,False
CS00009227,SEHSEC,False
CS00009226,CS00000226,False
CS00009228,CS00000009,False
CS00009228,CS00000008,False
CS00009228,CS00000010,False
CS00009228,CS00000014,False
CS00009228,CS00000021,False
CS00009228,CS00000018,False
CS00009228,CS00000020,False
CS00009228,CS00000127,False
CS00009228,CS00000129,False
CS00009228,CS00000130,False
CS00009228,CS00000131,False
CS00009228,CS00000132,False
CS00009228,CS00000134,False
CS00009228,CS00000133,False
CS00009228,CS00000138,False
CS00009228,CS00000139,False
CS00009228,CS00000140,False
CS00009228,CS00000141,False
CS00009228,CS00000144,False
CS00009228,CS00000145,False
CS00009228,CS00000146,False
CS00009229,CSA024,False
CS00009230,CSA024,True
CS00009229,CSA025,False
CS00009231,CS00000006,False
CS00009231,CS00000007,False
CS00009231,CS00000008,False
CS00009231,CS00000009,False
CS00009231,CS00000012,False
CS00009231,CS00000013,False
CS00009231,CS00000015,False
CS00009231,CS00000014,False
CS00009231,CS00000016,False
CS00009231,CS00000017,False
CS00009231,CS00000021,False
CS00009231,CS00000127,False
CS00009231,CS00000022,False
CS00009231,CS00000129,False
CS00009231,CS00000131,False
CS00009231,CS00000132,False
CS00009231,CS00000133,False
CS00009231,CS00000134,False
CS00009231,CS00000135,False
CS00009231,CS00000136,False
CS00009231,CS00000139,False
CS00009231,CS00000141,False
CS00009231,CS00000142,False
CS00009231,CS00000144,False
CS00009231,CS00000146,False
CS00009232,CS0130,False
CS00009232,CSA024,False
CS00009232,CSA025,False
CS00009232,CSA030,False
CS00009232,CSA026,False
CS00009233,CS00000006,False
CS00009233,CS00000009,False
CS00009233,CS00000010,False
CS00009233,CS00000012,False
CS00009233,CS00000013,False
