Id,OwnerId,OwnerType,SettingId,SettingSubId,SegmentClassId,ContextType,Inverted
1X00021547,AHEEMEL3,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021549,AHEIDE4,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021551,AHEIJNE2,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021554,AHENDR14,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021558,AHENRY3,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
3X00000017,AHENRY4,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021559,AHERCEG2,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021562,AHEYNNEM,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021563,AHIENSC2,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021564,AHINDRI4,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021566,AHINRIC2,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021568,AHOETIN2,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021570,AHOETINK,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021577,AHOOGEN,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021578,AHOOGEN,U,OND_RECHTEN,WHATSNEW,CSZISLIB_ARTS,6,False
1X00021583,AHOPPE,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021584,AHOPPE,U,OND_RECHTEN,WHATSNEW,CSZISLIB_ARTS,6,False
1X00021593,AHOVEN5,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021598,AHUISMA2,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021599,AHUISMA3,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021600,AHUISMA3,U,OND_RECHTEN,WHATSNEW,CSZISLIB_ARTS,6,False
1X00021603,AHUISMAN,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021604,AHUISMAN,U,OND_RECHTEN,WHATSNEW,CSZISLIB_ARTS,6,False
1X00021608,AHULST3,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021619,AJANSSE7,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021620,AJANSZE,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021627,AJONG40,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
2X00000090,AJONG42,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021632,AJONKER,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021633,AJONKER,U,OND_RECHTEN,WHATSNEW,CSZISLIB_ARTS,6,False
1X00021639,AKAT3,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021641,AKEIJ,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021642,AKERST,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021643,AKERST,U,OND_RECHTEN,WHATSNEW,CSZISLIB_ARTS,6,False
4X00000016,AKEULEN4,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021645,AKIEVIT2,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021650,AKLIJN,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021651,AKLIJN,U,OND_RECHTEN,WHATSNEW,CSZISLIB_ARTS,6,False
1X00021653,AKNULST,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021654,AKNULST,U,OND_RECHTEN,WHATSNEW,CSZISLIB_ARTS,6,False
1X00021655,AKOK4,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021656,AKOK4,U,OND_RECHTEN,WHATSNEW,CSZISLIB_ARTS,6,False
1X00021673,AKORTE2,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021676,AKRAAIJ3,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021677,AKRAAN,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021685,AKREMERS,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021687,AKROESE2,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021688,AKROESE2,U,OND_RECHTEN,WHATSNEW,CSZISLIB_ARTS,6,False
1X00021689,AKRONENB,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021690,AKRONENB,U,OND_RECHTEN,MC_PATMEDOV,CSZISLIB_ARTS,3,False
1X00021691,AKRONENB,U,OND_RECHTEN,WHATSNEW,CSZISLIB_ARTS,6,False
2X00000091,AKRUSE,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021701,ALACHMEI,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021704,ALALMOHA,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021705,ALAMMER6,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021709,ALAPOND2,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021712,ALEEK2,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021713,ALEEK3,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021715,ALEENEN2,U,OND_RECHTEN,MC_PATMEDOV,CSZISLIB_ARTS,3,False
1X00021716,ALEENEN2,U,OND_RECHTEN,WHATSNEW,CSZISLIB_ARTS,6,False
1X00021714,ALEENEN2,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021717,ALEEUW10,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021725,ALELY,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021726,ALIEFTIN,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021733,ALINDER2,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021734,ALINDER2,U,OND_RECHTEN,WHATSNEW,CSZISLIB_ARTS,6,False
1X00021736,ALITTOO2,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021744,ALUTEIJ2,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021746,AMAANEN,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021747,AMAANEN,U,OND_RECHTEN,WHATSNEW,CSZISLIB_ARTS,6,False
7X00000019,AMANI,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
6X00000005,AMAR,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021759,AMEEDER,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
6X00000006,AMEER14,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021762,AMEIJE20,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021772,AMENON2,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021776,AMICHIEL,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021781,AMINKVA2,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021782,AMINKVA3,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021783,AMINKVAN,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021784,AMINKVAN,U,OND_RECHTEN,WHATSNEW,CSZISLIB_ARTS,6,False
1X00021788,AMOL7,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021792,AMOOR3,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021793,AMOUROUL,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021796,AMUHLEB2,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021805,ANIEUWHO,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021806,ANIEUWHO,U,OND_RECHTEN,WHATSNEW,CSZISLIB_ARTS,6,False
1X00021808,ANITERT2,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
3X00000018,ANUIJENS,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021817,AOET,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021818,AOET,U,OND_RECHTEN,WHATSNEW,CSZISLIB_ARTS,6,False
1X00021821,AOMMEN,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021840,APEEK4,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021843,APEPERST,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021845,APERSOON,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021846,APESKENS,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021847,APESKENS,U,OND_RECHTEN,MC_PATMEDOV,CSZISLIB_ARTS,3,False
1X00021848,APESKENS,U,OND_RECHTEN,WHATSNEW,CSZISLIB_ARTS,6,False
2X00000093,APOSTHUM,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021853,APOSTMA4,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021866,APULLES3,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021867,APUNDERT,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021874,ARASOUL2,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021876,AREEMST,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
7X00000020,AREMMITS,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021882,ARHENEN,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021884,ARIELE3,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021885,ARIJSDIJ,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021890,AROELEDE,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021891,AROELL2,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021894,AROEST4,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021895,ARONTELT,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021899,AROOIJEN,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021901,AROSENB3,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021902,AROSENBE,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021903,AROSENBE,U,OND_RECHTEN,WHATSNEW,CSZISLIB_ARTS,6,False
1X00021910,AROYEN,U,OND_RECHTEN,WHATSNEW,CSZISLIB_ARTS,6,False
1X00021912,ARUESINK,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021913,ARUITER,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021914,ARUITER,U,OND_RECHTEN,WHATSNEW,CSZISLIB_ARTS,6,False
4X00000019,ASAIN2,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
7X00000021,ASALAVAT,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021925,ASCHAEF2,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021927,ASCHAT2,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021928,ASCHAT4,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
6X00000007,ASCHAT5,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021929,ASCHELL2,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021934,ASCHOEMA,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021935,ASCHOEMA,U,OND_RECHTEN,WHATSNEW,CSZISLIB_ARTS,6,False
1X00021947,ASCHOUT8,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021948,ASCHOUTE,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021949,ASCHOUTE,U,OND_RECHTEN,WHATSNEW,CSZISLIB_ARTS,6,False
1X00021952,ASCHULP,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021953,ASCHULP,U,OND_RECHTEN,WHATSNEW,CSZISLIB_ARTS,6,False
1X00021957,ASCHUUR7,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021959,ASCHUURM,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021960,ASCHUURM,U,OND_RECHTEN,WHATSNEW,CSZISLIB_ARTS,6,False
1X00021961,ASEWING,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021966,ASLOESER,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021967,ASLOOTE3,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021968,ASLOOTE3,U,OND_RECHTEN,WHATSNEW,CSZISLIB_ARTS,6,False
1X00021969,ASLUIJS2,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021972,ASMILDE5,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021973,ASMIT13,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
9X00000005,ASMIT15,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021975,ASMIT9,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021978,ASMITS8,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021983,ASONSMA,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
3X00000020,ASPAAN,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021990,ASTADES,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00021994,ASTEEG,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022017,ATAN,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022019,ATASELAA,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022028,ATESKE2,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022038,ATROELST,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022039,ATROELST,U,OND_RECHTEN,WHATSNEW,CSZISLIB_ARTS,6,False
1X00022047,ATUINENB,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022048,ATUINENB,U,OND_RECHTEN,WHATSNEW,CSZISLIB_ARTS,6,False
1X00022051,AUYTTEWA,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022052,AVAAN2,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022056,AVEEN12,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
4X00000020,AVELS2,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022066,AVELZEN3,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022068,AVEN8,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022069,AVENDEVI,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022071,AVERBON,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022074,AVERBUR4,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022083,AVERRIJ2,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022084,AVERRIJ2,U,OND_RECHTEN,WHATSNEW,CSZISLIB_ARTS,6,False
1X00022086,AVERSLU2,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022087,AVERSLU7,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022088,AVERSLU7,U,OND_RECHTEN,WHATSNEW,CSZISLIB_ARTS,6,False
1X00022100,AVISSER4,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022105,AVLIERT,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022106,AVLIERT,U,OND_RECHTEN,WHATSNEW,CSZISLIB_ARTS,6,False
1X00022115,AVORSEL3,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022118,AVRANCKE,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022119,AVRANCKE,U,OND_RECHTEN,WHATSNEW,CSZISLIB_ARTS,6,False
1X00022120,AVRANKR2,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022123,AVRIES15,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
6X00000008,AVRIES21,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022127,AVUREN,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
6X00000009,AVYBORO2,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022139,AWEENIN3,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022146,AWELKAM2,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022148,AWENDELD,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022149,AWENDRI2,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022150,AWENSING,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022151,AWERF,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022157,AWIJCK,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022158,AWIJK7,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022160,AWIJNAN4,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022167,AWIND6,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022169,AWINGENS,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022170,AWINGENS,U,OND_RECHTEN,WHATSNEW,CSZISLIB_ARTS,6,False
1X00022172,AWINTER6,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022174,AWIT4,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022175,AWIT7,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022176,AWITKAMP,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022177,AWITKAMP,U,OND_RECHTEN,WHATSNEW,CSZISLIB_ARTS,6,False
1X00022189,AZIJL5,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
3X00000021,AZOETBRO,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022192,AZUILEN,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022194,AZUILEN,U,OND_RECHTEN,WHATSNEW,CSZISLIB_ARTS,6,False
1X00022195,AZUUK,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022196,AZWAN,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022197,AZWAN,U,OND_RECHTEN,WHATSNEW,CSZISLIB_ARTS,6,False
1X00022200,BADRIAA2,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022201,BARENDS4,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022204,BBAKKER2,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022205,BBARTEL4,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022206,BBARTEL4,U,OND_RECHTEN,WHATSNEW,CSZISLIB_ARTS,6,False
1X00022207,BBATMAN,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022209,BBEREND6,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022210,BBERENDS,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
4X00000021,BBIESHE2,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022212,BBINDELS,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022215,BBLOK,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022224,BBONSMA,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022227,BBOSPOOR,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022228,BBOSPOOR,U,OND_RECHTEN,WHATSNEW,CSZISLIB_ARTS,6,False
1X00022232,BBROKAAR,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022233,BBUI,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022236,BBURGER,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022237,BBURGER2,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022238,BCARCI,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
2X00000097,BCROONEN,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022241,BDALEBOU,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022248,BDRIESE2,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022255,BESSEN,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022258,BFAUSER2,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022267,BGEURTS4,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022268,BGOEMANS,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022271,BGRAF,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
4X00000022,BGRIEP,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022273,BHAFKAMP,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022275,BHAMPSIN,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022276,BHANRAET,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
6X00000010,BHAVER4,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022281,BHEIDEMA,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
1X00022285,BHOEBEN,U,__CSSTD__CSSTD__,_CSSTDCSSTD_,CSZISLIB_ARTS,6,False
